DOG NAME_x,LINK,SEX,AGE,WEIGHT,BREED MIXES_x,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX_x,AGE MEASURE,SECONDARY BREED_x,SPAYED/NEUTERED,COLOR_FIXED,multi_color,num_colors,contains_black,contains_white,contains_yellow,WEIGHT2,Age at Adoption (days),DOG NAME_y,BREED MIXES_y,SECONDARY BREED_y,MIX_y,BREED_MIXES_FIXED,is_retriever,is_shepherd,is_other_breed,MIX_FIXED,MIX_BOOL
Tilly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630215&key=Mqr6gy1W,Female,10,12,Labrador Retriever,Black,,,,,,2014,FLRN-FD-14-1055,,puppy screen,,,,,No,,,,2014-10-12,Mix,weeks,,No,black,0.0,1.0,1.0,0.0,0.0,12.0,,Tilly,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Tammy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630214&key=Mqr6gy1W,Female,10,12,Labrador Retriever,Black with White,,,,,,2014,FLRN-FD-14-1052,,puppy screen,,,,,No,,,,2014-10-11,Mix,weeks,,No,"black, white",1.0,2.0,1.0,1.0,0.0,12.0,,Tammy,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Kotter,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625066&key=Mqr6gy1W,Male,6,40,Shepherd,Tan w/ White,,,,,,2014,MTHY-MD-14-1077,,,,,,,No,,,,2014-10-12,Mix,months,,Yes,"tan, white",1.0,2.0,0.0,1.0,1.0,40.0,,Kotter,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Sakari,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7598603&key=Mqr6gy1W,Female,10,35-45,Shepherd,White w/ Brown,,,,,,2014,MTHY-FD-14-1080,,,,,,,No,,,,2014-10-12,Mix,months,,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,35.0,,Sakari,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Irene,,Female,4,9,Terrier,Black and Tan,,,,,,2014,PRCO-FD-14-1086,,,,,,,No,,,,2014-10-12,Mix,months,,No,"black, tan",1.0,2.0,1.0,0.0,1.0,9.0,,Irene,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Isabel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666678&key=Mqr6gy1W,Female,4,9,Terrier,Black and Tan,,,,,,2014,PRCO-FD-14-1087,,puppy screen,,,,,No,,,,2014-10-14,Mix,months,,No,"black, tan",1.0,2.0,1.0,0.0,1.0,9.0,,Isabel,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Gus,,Male,18,21,Pointer,,,,,,,2014,FLRN-MD-14-1098,,,,,,,No,,,,2014-10-17,Mix,weeks,Bulldog,Yes,,,,,,,21.0,,Gus,Pointer,Bulldog,Mix,Pointer,0.0,0.0,1.0,Mix,1.0
Sable,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7658291&key=Mqr6gy1W,Female,4-Mar,40,Shepherd,Brown w/ Black,,,,,,2014,FLRN-FD-14-1105,,good with cats,,,,,No,,,,2014-10-19,Mix,years,,Yes,"brown, black",1.0,2.0,1.0,0.0,0.0,40.0,,Sable,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Trey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7643882&key=Mqr6gy1W,Male,6,25,Labrador Retriever,Golden/Chestnut,,,,,,2014,FLRN-MD-14-1107,,good with cats,,,,,No,,,,2014-10-19,Mix,months,,Yes,"golden, chestnut",1.0,2.0,0.0,0.0,1.0,25.0,,Trey,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Zachary,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7615576&key=Mqr6gy1W,Male,5,28,Labrador Retriever,Black,,,,,,2014,FLRN-MD-14-1108,,,,,,,No,,,,2014-10-19,Mix,months,,Yes,black,0.0,1.0,1.0,0.0,0.0,28.0,,Zachary,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Rocky (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7639917&key=Mqr6gy1W,Male,5,53,Pointer,White and Brown,,,,,,2014,GLTR-MD-14-1072,,young spaniel mix; high energy - walks alone not enough,,,,,Yes,,,,2014-10-19,Mix,years,,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,53.0,,Rocky (HW),Pointer,,Mix,Pointer,0.0,0.0,1.0,Mix,1.0
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7213664&key=Mqr6gy1W,Female,8,42,lab mix,tan,Y,,No,,,2014,OTHR-FD-14-0746,,Owner Surrender- no kids under 15 given the possible resource guarding.,,,,,No,,,,2014-10-19,Mix,years,,Yes,tan,0.0,1.0,0.0,0.0,1.0,42.0,,Lucy,lab mix,,Mix,Lab Mix,1.0,0.0,0.0,Mix,1.0
Bini,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7642105&key=Mqr6gy1W,Female,2,54.6,Boxer,Brindle,,,,,,2014,MTHY-FD-14-1065,,Bully Screen (boxer); walks alone not enough,,,,,No,,,,2014-10-18,Mix,years,,Yes,brindle,0.0,1.0,0.0,0.0,0.0,54.6,,Bini,Boxer,,Mix,Boxer,0.0,0.0,1.0,Mix,1.0
Chloe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571823&key=Mqr6gy1W,Female,3,25,Beagle,Red and White,,y,,,,2014,FLRN-FD-14-1029,,Passed shelter cat test; most likely easy first dog,,,,,No,,,,2014-10-12,Mix,years,,Yes,"red, white",1.0,2.0,0.0,1.0,0.0,25.0,,Chloe,Beagle,,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Chase,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7635175&key=Mqr6gy1W,Male,1,66,Shepherd,Brown/Chocolate with Tan,,,,,,2014,GLTR-MD-14-1062,,bully screen; energetic young dog; walks alone not enough,,,,,No,,,,2014-10-19,Mix,years,,Yes,"brown, chocolate, tan",1.0,3.0,0.0,0.0,1.0,66.0,,Chase,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Oscar,,Male,1,20,Dachshund,,,,,,,2014,FLRN-MD-14-1103,,"good with cats;
No kids under 15 for Oscar",,,,,No,,,,2014-10-19,Mix,years,,Yes,,,,,,,20.0,,Oscar,Dachshund,,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Tyson,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630213&key=Mqr6gy1W,Male,10,13,Labrador Retriever,Black w/ White,,,,,,2014,FLRN-MD-14-1060,,puppy screen,,,,,No,,,,2014-10-18,Mix,weeks,,No,"black, white",1.0,2.0,1.0,1.0,0.0,13.0,,Tyson,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Constance,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7593966&key=Mqr6gy1W,Female,3,42,Hound,White w/ Brown,,,,,,2014,GLTR-FD-14-0993,,young hound; good with cats; walks alone not enough; caution on apartments,,,,,No,,,,2014-10-23,Mix,years,Pointer,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,42.0,,Constance,Hound,Pointer,Mix,Hound,0.0,0.0,1.0,Mix,1.0
Keiffer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7640251&key=Mqr6gy1W,Female,1,33,Shepherd,Brown Brindle w/ White,,,,,,2014,MTHY-FD-14-1117,,,,,,,No,,,,2014-10-26,Mix,years,,Yes,"brown brindle, white",1.0,2.0,0.0,1.0,0.0,33.0,,Keiffer,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Savannah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7636996&key=Mqr6gy1W,Female,1,16.4,Beagle,White w/ Tan and Brown Spots,,,,,,2014,MTHY-FD-14-1119,,,,,,,No,,,,2014-12-20,Mix,years,Pointer,Yes,"white, tan, brown spots",1.0,3.0,0.0,1.0,1.0,16.4,,Savannah,Beagle,Pointer,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Allen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7704253&key=Mqr6gy1W,Male,4,7-Jun,Terrier,,,,,,,2014,PRCO-MD-14-1111,,,,,,,No,,,,2014-10-26,Mix,months,,No,,,,,,,7.0,,Allen,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Bentley,,Male,12,12,Husky,Brown/Chocolate with Tan,,,,,,2014,FLRN-MD-14-1114,,puppy screen,,,,,No,,,,2014-11-01,Mix,weeks,,No,"brown, chocolate, tan",1.0,3.0,0.0,0.0,1.0,12.0,,Bentley,Husky,,Mix,Husky,0.0,0.0,1.0,Mix,1.0
Girlfriend,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7409983&key=Mqr6gy1W,Female,1.5,61.2,Boxer,Brindle & White,Y,Y,,,,2014,MTHY-FD-14-0893,,bully screen (boxer mix); passed shelter cat test; energetic; walks alone not enough,,,,,No,,,,2014-10-26,Mix,years,,Yes,"brindle, white",1.0,2.0,0.0,1.0,0.0,61.2,,Girlfriend,Boxer,,Mix,Boxer,0.0,0.0,1.0,Mix,1.0
Ines,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666652&key=Mqr6gy1W,Female,4,9,Terrier,"Black, Tan and Brown",,,,,,2014,PRCO-FD-14-1085,,puppy screen,,,,,No,,,,2014-10-25,Mix,months,,No,"black, tan, brown",1.0,3.0,1.0,0.0,1.0,9.0,,Ines,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Ivan,,Male,4,9,Terrier,Black and Tan,,,,,,2014,PRCO-MD-14-1088,,puppy screen,,,,,No,,,,2014-10-26,Mix,months,,No,"black, tan",1.0,2.0,1.0,0.0,1.0,9.0,,Ivan,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Ivana,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666687&key=Mqr6gy1W,Female,4,9,Terrier,Yellow,,,,,,2014,PRCO-FD-14-1089,,puppy screen,,,,,No,,,,2014-10-22,Mix,months,,No,yellow,0.0,1.0,0.0,0.0,1.0,9.0,,Ivana,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Keebler,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7150540&key=Mqr6gy1W,Male,3,55,American Bulldog,Merle w/ White,,,,,,2014,FLRN-MD-14-1100,,bully screen; good with cats; walks alone not enough,,,,,No,,,,2014-10-25,Mix,years,,Yes,"merle, white",1.0,2.0,0.0,1.0,0.0,55.0,,Keebler,American Bulldog,,Mix,American Bulldog,0.0,0.0,1.0,Mix,1.0
Rosie Ray,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6891488&key=Mqr6gy1W,Female,3-Feb,40-45,Blue Heeler,Brown and Tan,,,,,,2014,KINS-FD-14-1074,,"New this week. She will get HW treatment here at Palisades once she arrives.  For any questions, refer people to Sheila.",,,,,Yes,,,,2014-10-26,Mix,years,,Yes,"brown, tan",1.0,2.0,0.0,0.0,1.0,40.0,,Rosie Ray,Blue Heeler,,Mix,Blue Heeler,0.0,0.0,1.0,Mix,1.0
Tahoe,,Male,4,,Pyrenees,White and Black,Yes,Yes,,,,2014,FLRN-MD-14-1106,,good with cats; likely easy first dog,,,,,No,,,,2014-10-25,Mix,years,,Yes,"white, black",1.0,2.0,1.0,1.0,0.0,,,Tahoe,Pyrenees,,Mix,Pyrenees,0.0,0.0,1.0,Mix,1.0
Mags,http://www.petfinder.com/petdetail/28737330/,Female,1.5,40.2,Labrador Retriever,Brindle,Y,Y,Y,,,2014,MTHY-FD-14-0425,,good with kids and cats; leash reactive with people she knows -- guards them,,,,,No,,,,2014-11-01,Mix,years,Shepherd,Yes,brindle,0.0,1.0,0.0,0.0,0.0,40.2,,Mags,Labrador Retriever,Shepherd,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Baron,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7598183&key=Mqr6gy1W,Male,4,18,Beagle,"White, Black and Brown",,,,,,2014,GLTR-MD-14-0992,,"lived with kids, walks alone not enough; has an ear infection started on motemax",,,,,No,,,,2014-11-02,Mix,years,,Yes,"white, black, brown",1.0,3.0,1.0,1.0,0.0,18.0,,Baron,Beagle,,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Beyer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7693882&key=Mqr6gy1W,Male,5,23 - 25,Shepherd,Tan w/ Black & White,,,,,,2014,MTHY-MD-14-1115,,Puppy screen; walks alone not enough,,,,,No,,,,2014-11-01,Mix,months,,Yes,"tan, black, white",1.0,3.0,1.0,1.0,1.0,23.0,,Beyer,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Ilean,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666683&key=Mqr6gy1W,Female,4,9,Terrier,Yellow,,,,,,2014,PRCO-FD-14-1084,,puppy screen,,,,,No,,,,2014-11-01,Mix,months,,No,yellow,0.0,1.0,0.0,0.0,1.0,9.0,,Ilean,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Kate,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7642176&key=Mqr6gy1W,Female,2.5,55.8,Boxer,White,,,,,,2014,MTHY-FD-14-1076,,"bully screen (boxer mix), walks alone not enough",,,,,No,,,,2014-11-01,Mix,years,,Yes,white,0.0,1.0,0.0,1.0,0.0,55.8,,Kate,Boxer,,Mix,Boxer,0.0,0.0,1.0,Mix,1.0
Maya,,Female,5,80,Husky,White w/ Silver,,,,,,2014,OTH-FD-13-0104,,easy first dog,,,,,No,,,,2014-11-02,Mix,years,,Yes,"white, silver",1.0,2.0,0.0,1.0,0.0,80.0,,Maya,Husky,,Mix,Husky,0.0,0.0,1.0,Mix,1.0
Slinky,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7720922&key=Mqr6gy1W,Male,2,8.6,Mini Dachshund,Black w/ Tan,,,,,,2014,MTHY-MD-14-1161,,no kids under 15; caution on cats,,,,,,,,,2014-10-31,Mix,years,,Yes,"black, tan",1.0,2.0,1.0,0.0,1.0,8.6,,Slinky,Mini Dachshund,,Mix,Mini Dachshund,0.0,0.0,1.0,Mix,1.0
Squirt,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7717175&key=Mqr6gy1W,Male,1,21.8,Corgi,"Red, Brown and White",,,,,,2014,MTHY-MD-14-1162,,passed cat shelter test,,,,,No,,,,2014-10-31,Mix,years,,Yes,"red, brown, white",1.0,3.0,0.0,1.0,0.0,21.8,,Squirt,Corgi,,Mix,Corgi,0.0,0.0,1.0,Mix,1.0
Stabella,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7674399&key=Mqr6gy1W,Female,3,34.5,Border Collie,Black w/ White,Yes,,,,,2014,MTHY-FD-14-1163,,Currently housed with 2 other dogs;passed cat shelter test,,,,,No,,,,2014-11-02,Mix,years,,Yes,"black, white",1.0,2.0,1.0,1.0,0.0,34.5,,Stabella,Border Collie,,Mix,Border Collie,0.0,0.0,1.0,Mix,1.0
Trevor,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7716176&key=Mqr6gy1W,Male,1.5,57,Labrador Retriever,Brindle,,,,,,2014,MTHY-MD-14-1166,,caution on cats,,,,,No,,,,2014-11-01,Mix,years,Boxer,Yes,brindle,0.0,1.0,0.0,0.0,0.0,57.0,,Trevor,Labrador Retriever,Boxer,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Bengie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7561702&key=Mqr6gy1W,Male,3,30,Beagle,White w/ Tan,,,,,,2014,FLRN-MD-14-1123,,Respects cats in foster home,,,,,Yes,,,,2014-11-02,Mix,years,,Yes,"white, tan",1.0,2.0,0.0,1.0,1.0,30.0,,Bengie (HW),Beagle,,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Blakely,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7707725&key=Mqr6gy1W,Female,6,20,Border Collie,Black with White,,,,,,2014,FLRN-FD-14-1124,,,,,,,No,,,,2014-10-31,Mix,months,,Yes,"black, white",1.0,2.0,1.0,1.0,0.0,20.0,,Blakely,Border Collie,,Mix,Border Collie,0.0,0.0,1.0,Mix,1.0
Faith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7744131&key=Mqr6gy1W,Female,10,20,Terrier,,,,,,,2014,FLRN-FD-14-1132,,Good with cats,,,,,No,,,,2014-11-23,Mix,months,,Yes,,,,,,,20.0,,Faith,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Ginger (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7608400&key=Mqr6gy1W,Female,5-Apr,65,Belgian Malinois,Tan w/ Black,,,,,,2014,FLRN-FD-14-1133,,Good with cats,,,,,Yes,,,,2014-11-02,Mix,years,,Yes,"tan, black",1.0,2.0,1.0,0.0,1.0,65.0,,Ginger (HW),Belgian Malinois,,Mix,Belgian Malinois,0.0,0.0,1.0,Mix,1.0
Junie (2-Shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723010&key=Mqr6gy1W,Female,14,8,Terrier,White and Black,,,,,,2014,FLRN-FD-14-1141,,Good with cats; puppy screen,,,,,No,,,,2014-11-01,Mix,weeks,,No,"white, black",1.0,2.0,1.0,1.0,0.0,8.0,,Junie (2-Shot),Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Keeley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7742103&key=Mqr6gy1W,Female,5,25,Shepherd,,,,,,,2014,FLRN-FD-14-1143,,Mix ; puppy screen,,,,,No,,,,2014-11-01,Mix,months,Labrador Retriever,Yes,,,,,,,25.0,,Keeley,Shepherd,Labrador Retriever,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Cookie (2-shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723998&key=Mqr6gy1W,Female,16,20,Labrador Retriever,Brown,,,,,,2014,FLRN-FD-14-1129,,,,,,,No,,,,2014-11-01,Mix,weeks,,No,brown,0.0,1.0,0.0,0.0,0.0,20.0,,Cookie (2-shot),Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7724538&key=Mqr6gy1W,Female,5.5,7,Terrier,Tan,,,,,,2014,FLRN-FD-14-1145,,Good with cats;puppy screen,,,,,No,,,,2014-11-04,Mix,months,,Yes,tan,0.0,1.0,0.0,0.0,1.0,7.0,,Lucy,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Marissa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7653851&key=Mqr6gy1W,Female,1,35,Shepherd,,,,,,,2014,FLRN-FD-14-1146,,Good with cats,,,,,No,,,,2014-11-01,Mix,years,,Yes,,,,,,,35.0,,Marissa,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Miranda (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7593818&key=Mqr6gy1W,Female,1.5,18,Chihuahua,Reddish Brown,,,,,,2014,FLRN-FD-14-1147,,,,,,,Yes,,,,2014-11-02,Mix,years,,Yes,reddish brown,0.0,1.0,0.0,0.0,0.0,18.0,,Miranda (HW),Chihuahua,,Mix,Chihuahua,0.0,0.0,1.0,Mix,1.0
Heinz,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7777713&key=Mqr6gy1W,Male,12,14,Golden Retriever,Tan/Yellow/Fawn with White,,,,,,2014,FLRN-MD-14-1137,,puppy screen,,,,,No,,,,2014-11-02,Mix,weeks,Yellow Labrador Retriever,No,"tan, yellow, fawn, white",1.0,4.0,0.0,1.0,1.0,14.0,,Heinz,Golden Retriever,Yellow Labrador Retriever,Mix,Golden Retriever,1.0,0.0,0.0,Mix,1.0
Helen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7787535&key=Mqr6gy1W,Female,12,14,Golden Retriever,Golden/Chestnut,,,,,,2014,FLRN-FD-14-1138,,puppy screen,,,,,No,,,,2014-11-01,Mix,weeks,Yellow Labrador Retriever,No,"golden, chestnut",1.0,2.0,0.0,0.0,1.0,14.0,,Helen,Golden Retriever,Yellow Labrador Retriever,Mix,Golden Retriever,1.0,0.0,0.0,Mix,1.0
Howie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7777709&key=Mqr6gy1W,Male,12,14,Golden Retriever,Golden/Chestnut,,,,,,2014,FLRN-MD-14-1140,,puppy screen,,,,,No,,,,2014-11-01,Mix,weeks,Yellow Labrador Retriever,No,"golden, chestnut",1.0,2.0,0.0,0.0,1.0,14.0,,Howie,Golden Retriever,Yellow Labrador Retriever,Mix,Golden Retriever,1.0,0.0,0.0,Mix,1.0
Lilith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7640381&key=Mqr6gy1W,Female,1.5,15-Dec,Miniature Pinscher,Black w/ White and Tan,,,,,,2014,MTHY-FD-14-1078,,severe resource guarding -- no kids. best with small confident dog or as only dog,,,,,No,,,,2014-11-09,Mix,years,Chihuahua,Yes,"black, white, tan",1.0,3.0,1.0,1.0,1.0,15.0,,Lilith,Miniature Pinscher,Chihuahua,Mix,Miniature Pinscher,0.0,0.0,1.0,Mix,1.0
Libby,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7691231&key=Mqr6gy1W,Female,9,8,Terrier,White,,,,,,2014,FLRN-FD-14-1112,,puppy screen,,,,,No,,,,2014-11-06,Mix,weeks,,No,white,0.0,1.0,0.0,1.0,0.0,8.0,,Libby,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Rico,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7462401&key=Mqr6gy1W,Male,1,10.8,Chihuahua,White w/ Tan,,,,,,2014,MTHY-MD-14-0907,,chi mix - no kids under 15; passed shelter cat test,,,,,No,,,,2014-11-06,Mix,years,,Yes,"white, tan",1.0,2.0,0.0,1.0,1.0,10.8,,Rico,Chihuahua,,Mix,Chihuahua,0.0,0.0,1.0,Mix,1.0
Spice,,Female,14,15,Pit Mix,Tan Brindled,Y,,,,,2014,OTHR-FD-14,,Abandoned at friendship with a fractured leg -- it is splited and healing well,,,,,,,,,,,,,,tan brindled,0.0,1.0,0.0,0.0,1.0,15.0,,Spice,Pit Mix,,,Pit Mix,0.0,0.0,1.0,Mix,1.0
Spud,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7745766&key=Mqr6gy1W,Male,5,25,Labrador Retriever,Black w/ White,,,,,,2014,FLRN-MD-14-1151,,puppy screen,,,,,No,,,,2014-11-07,Mix,months,,Yes,"black, white",1.0,2.0,1.0,1.0,0.0,25.0,,Spud,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Tyra,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7484661&key=Mqr6gy1W,Female,11,22,Shepherd,Tan,,y,,,,2014,FLRN-FD-14-1058,,Passed Shelter Cat test,,,,,No,,,,2014-10-05,Mix,months,Terrier,Yes,tan,0.0,1.0,0.0,0.0,1.0,22.0,,Tyra,Shepherd,Terrier,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Townsend,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723532&key=Mqr6gy1W,Male,2,12,Dachshund,Black w/ Brown,,,,,,2014,FLRN-MD-14-1152,,neuter incision issues (wearing cone),,,,,No,,,,2014-11-08,Mix,years,Terrier,Yes,"black, brown",1.0,2.0,1.0,0.0,0.0,12.0,,Townsend,Dachshund,Terrier,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Trinity,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7743891&key=Mqr6gy1W,Female,1,50,Shepherd,Black w/ Brown and White,,,,,,2014,FLRN-FD-14-1153,,passed cat test ; walks alone not enough,,,,,No,,,,2014-11-09,Mix,years,Border Collie,Yes,"black, brown, white",1.0,3.0,1.0,1.0,0.0,50.0,,Trinity,Shepherd,Border Collie,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Trixie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7563450&key=Mqr6gy1W,Female,3,40,Terrier,Gray,,,,,,2014,FLRN-FD-14-1154,,Interested in cats but behaving,,,,,Yes,,,,2014-11-09,Mix,years,,Yes,gray,0.0,1.0,0.0,0.0,0.0,40.0,,Trixie (HW),Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
Trudy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7762466&key=Mqr6gy1W,Female,2-Jan,45,Shepherd,Brindle w/ White,,,,,,2014,FLRN-FD-11-1155,,"passed shelter cat test; walks alone not enough; ""puppy energy; walks alone not enough; still a bit mouthy""",,,,,No,,,,2011-11-05,,,,No,"brindle, white",1.0,2.0,0.0,1.0,0.0,45.0,,Trudy,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Kamden,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7742086&key=Mqr6gy1W,Male,5,25,Shepherd,Black,,,,,,2014,FLRN-MD-14-1142,,puppy screen,,,,,No,,,,2014-11-09,Mix,months,Labrador Retriever,Yes,black,0.0,1.0,1.0,0.0,0.0,25.0,,Kamden,Shepherd,Labrador Retriever,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Kia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7742116&key=Mqr6gy1W,Female,5,25,Shepherd,,,,,,,2014,FLRN-FD-14-1144,,puppy screen,,,,,No,,,,2014-11-09,Mix,months,Labrador Retriever,Yes,,,,,,,25.0,,Kia,Shepherd,Labrador Retriever,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Janet,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7677529&key=Mqr6gy1W,Female,10,15,Dachshund,Brown and Black,,,,,,2014,FLRN-FD-14-1099,,good with kids,,,,,No,,,,2014-11-08,Mix,months,,Yes,"brown, black",1.0,2.0,1.0,0.0,0.0,15.0,,Janet,Dachshund,,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Ian,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666696&key=Mqr6gy1W,Male,4,9,Terrier,Yellow w/ White,,,,,,2014,PRCO-MD-14-1082,,puppy screen,,,,,No,,,,2014-11-09,Mix,months,,No,"yellow, white",1.0,2.0,0.0,1.0,1.0,9.0,,Ian,Terrier,,Mix,Terrier,0.0,0.0,1.0,Mix,1.0
