LDAR Name,LDAR ID #,Reason for Return,Status,Behavior with Dogs,Behavior with Cats,Behavior with Kids,Behavior in Crate,Energy Level,Socialization / Daycare,Vetting,Preventatives Date,Date of Adoption,Trial Adoption,Has the animal been returned before?,Previous Return Information,Date of Returns Email Sent,Date of Returns Packet,Timeline for Return,Plan for Return,Return or Rehome/Surrender,Month Returned,year,Dog info,6 Month +,Year Adopted,Date Returned,Date Returns Packet Sent,Current Status,Link,Return Category,DOG/CAT,Trainer Eval Req,Other Info,Outcome,Plan for return?,Date of Contact,Primary Reason,Vet Rec Rec'd,Date Monthly Med,Vetting Needed
Kanga,PICK-FD-12-1029,Owner can't handle stress!,,,,,,,,,,10/20/2012  Trial,,,,,,,,,,2013,,,,Adopted 11/11,,,,,,Planning return for 10/31. Joan organizing return,Barbara,,,2012-10-24 00:00:00,Owner can't handle stress!,Yes,Unknown,No
Scotty,MTNHRY-MD-12-1048,Separation Anxiety,,,,,,,,,,10/20/12 Trial,,,,,,,,,,2013,,,,Adopted,,,,,,Owner will board at WT beginning 10/31,,,,2012-10-29 00:00:00,Separation Anxiety,Yes,"FT 10/29/12, HW - had pill, needs to give",
Truman,PICK-MD-12-1074,Not getting along with other dog,,,,,,,,,,,,,,,,,,,,2013,,,,Adopted,,,,,,,Joan,,,,Not getting along with other dog,Yes,Due 11/11/12,
Benji,FLRN-MD-12-0886,Dog has bad diarrhea,,,,,,,,,,2012-09-08 00:00:00,,,,,,,,,,2013,,,,placed in foster,,,,,,Want dog placed by 11/23.  Awaiting placement with a foster.,,,,2012-11-05 00:00:00,Dog has bad diarrhea,Yes,2012-11-01 00:00:00,No
Tallulah,FLRN-FD-12-0758,Too energetic,,,,,,,,,,Sept 2012,,,,,,,,,,2013,,,,Adopted,,,,,,Willing to hold until after Thanksgiving. Going to foster,Joan/Cathy H. (foster),,,2012-11-14 00:00:00,Too energetic,Yes,2012-10-31 00:00:00,
Chipotle (Taffy),FLRN-FD-12-0781,Chewing,,,,,,,,,,2012-08-12 00:00:00,,,,,,,,,,2013,,,,Adopted,,,,,,Demanding return today,,,,2012-11-27 00:00:00,Chewing,Yes,?,
Kayla (now Olivia),PICK-FD-12-0177,Moving due to illness,,,,,,,,,,2012-02-28 00:00:00,,,,,,,,,,2013,,,,,,,,,,Needs to return before 12/20 - wants to leave her at the event on 12/16,,,,2012-12-12 00:00:00,Moving due to illness,,2012-12-01 00:00:00,Yes
Calvin,GLSTR-MD-12-1144,Too much energy,,,,,,,,,,2012-12-02 00:00:00,,,,,,,,,,2013,,,,Adopted 1/5/13,,,,,,Return to WT2 on 12/21/12,Ryan,,,2012-12-19 00:00:00,Too much energy,Yes,2012-12-17 00:00:00,Yes
Angelica (Sandy),FLRN-FD-11-0808f,2 bites smaller dogs,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,At Ffx Animal Control until hearing on 10/17,,,,2012-09-04 00:00:00,2 bites smaller dogs,Yes,,
Jake,FLRN-MD-12-0734,Jumping,,,,,,,,,,July 2012,,,,,,,,,,2013,,,,,,,,,,Rethinking return,,,,2012-09-26 00:00:00,Jumping,Yes,,No
Rose (Roni),WILLIS-FD-10-910,Destructive behavior due to being left alone too long.  Owner has new job.,,,,,,,,,,2010-07-27 00:00:00,,,,,,,,,,2013,,,,,,,,,,Willing to keep till adopted but can't bring to events.,,,,2012-11-15 00:00:00,Destructive behavior due to being left alone too long.  Owner has new job.,Yes,2012-11-20 00:00:00,Yes
Olympia (Kona),FLRN-FD-11-0536,Dog doesn't like urban setting,,,,,,,,,,May 2011,,,,,,,,,,2013,,,,,,,,,,,,,,2012-11-04 00:00:00,Dog doesn't like urban setting,Yes,2012-11-04 00:00:00,Yes
Dexter,PICK-MD-12-0953,Unpredictable Beh,,,,,,,,,,Fall 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-02 00:00:00,Unpredictable Beh,Yes,1/1/0131,
Taylor (Logan),KIN-MD-12-1140,Reactivity,,,,,,,,,,December 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-09 00:00:00,Reactivity,Yes,2012-12-18 00:00:00,
Booker (Butters),KIN-MD-11-0867,"Dog aggressive/reactive, esp when unleashed dogs approach him.",,,,,,,,,,Sept 2011,,,,,,,,,,2013,,,,Adopted 1/20/13,,,,,,In-home quarantine until 12/29,,,,2012-12-20 00:00:00,"Dog aggressive/reactive, esp when unleashed dogs approach him.",Yes,2012-12-22 00:00:00,Yes
Thalia,PICK-FD-12-1039,"""allergic""",,,,,,,,,,2012-12-30 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-03 00:00:00,"""allergic""",Didn't take to the vet,,
Carly,SPTN-FD-12-1041,Issue with cat,,,,,,,,,,Oct 2012,,,,,,,,,,2013,,,,Adopted 1/20/13,,,,,,Heather to organize return,,,,2013-01-13 00:00:00,Issue with cat,Yes,2013-01-03 00:00:00,Yes
Drew,RUTH-MD-13-0036,Resource guarding,,,,,,,,,,Trial,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-14 00:00:00,Resource guarding,Yes,2013-01-11 00:00:00,
Natalie,FLRN-FD-13-0025,Snapped at son,,,,,,,,,,Trial,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-14 00:00:00,Snapped at son,Yes,,
Gus,FLRN-MD-12-0915,Reactivity,,,,,,,,,,Fall 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-21 00:00:00,Reactivity,,,
Parker,PICK-MD-13-0086,??infections,,,,,,,,,,1/20/13 - trial,,,,,,,,,,2013,,,,Adopted 2/3/12,,,,,,,,,,2013-01-27 00:00:00,??infections,Yes,,
Manolo,PR-MD-13-0129,Killed chinchilla,,,,,,,,,,2013-01-27 00:00:00,,,,,,,,,,2013,,,,,,,,,,,Stacey,,,2013-02-02 00:00:00,Killed chinchilla,Hasn't taken him to the vet,,
Margie,FLRN-FD-13-0022,Biting kids ,,,,,,,,,,January 2013,,,,,,,,,,2013,,,,,,,,,,,Brittany,,,2013-02-02 00:00:00,Biting kids ,Got receipt not records,,
Jessy,FLRN-FD-12-0639,Husband moved to other part of house since she got the dog!?  But plays with the dog and loves her!!,,,,,,,,,,July 2012,,,,,,,,,,2013,,,,,,,,,,,Kristen,,,2013-02-02 00:00:00,Husband moved to other part of house since she got the dog!?  But plays with the dog and loves her!!,yes,F/T -1/10,
Jaxx,FRLN-MD-13-0049,Not home enough,,,,,,,,,,Jan 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-02-05 00:00:00,Not home enough,Yes,"1/12/13 HW, 1/23/13 FT",
Georgia,GLSTR-FD-12-0837,"Left alone too long, destructive beh",,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,Decided to keep her and work on her issues on 2/8/13,,,,2013-01-30 00:00:00,"Left alone too long, destructive beh",,,
Koda,PICK-MD-12-1160,Not enough time to give attention/exercise,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,Adopter stopped responding to KK or me,,,,2013-01-06 00:00:00,Not enough time to give attention/exercise,,,
Phil,FLRN-MD-13-0026,Rough play with 12yo son,,,,,,,,,,Jan 2013,,,,,,,,,,2013,,,,Returned and readopted immediately,,,,,,Sue to plan return,,,,2013-01-21 00:00:00,Rough play with 12yo son,Yes,none,no
Basco,PICK-MD-10-914,Change in circumstances,,,,,,,,,,2010,,,,,,,,,,2013,,,,,,,,,,Janine to plan return,,,,2013-01-14 00:00:00,Change in circumstances,Yes,2013-01-09 00:00:00,Yes
Bella,OTH-FD-12-0219,Reactivity,,,,,,,,,,April 2011,,,,,,,,,,2013,,,,,,,,,,plan for return 2/15,,,,2013-01-09 00:00:00,Reactivity,No,12/22/1012,Yes
Clifford ,FLRN-MD-11-1259,Medical condition,,,,,,,,,,2011,,,,,,,,,,2013,,,,,,,,,,,,,,2013-01-27 00:00:00,Medical condition,,,
Bliss,FLRN-FD-13-0138,Aggressive with other dog and cats,,,,,,,,,,2013 (trial),,,,,,,,,,2013,,,,,,,,,,plan return for 2/16 or 2/17,,,,2013-02-10 00:00:00,Aggressive with other dog and cats,Yes,2013-01-14 00:00:00,
Sumac,PICK-FD-10-105,Fights with their other dog - after electric fence installed,,,,,,,,,,Feb 2010,,,,,,,,,,2013,,,,,,,,,,,,,,2013-02-19 00:00:00,Fights with their other dog - after electric fence installed,Yes,2/1/13 for Heartguard,
PJ (Otis),PICK-MD-10-613,Worried about potential snapping at kids - hasn't done this!,,,,,,,,,,2010,,,,,,,,,,2013,,,,Returned.  Now with Iris,,,,,,Rachael to plan return,,,,2013-02-13 00:00:00,Worried about potential snapping at kids - hasn't done this!,Yes,2013-02-01 00:00:00,Yes
Davey,KIN-MD-13-0168,child in home afraid of dog,,,,,,,,,,2013-02-15 00:00:00,,,,,,,,,,2013,,,,,,,,,,Allison to plan return,,,,2013-02-20 00:00:00,child in home afraid of dog,Yes,2013-02-20 00:00:00,
Kringle,PICK-MD-13-0083,Too focued on the cats,,,,,,,,,,Jan 2013,,,,,,,,,,2013,,,,,,,,,,Returning adopters fostering until adopted,,,,2013-02-20 00:00:00,Too focued on the cats,Yes,2013-02-09 00:00:00,
Felix (Gatsby),PICK-MD-11-1019,Severe sep anxiety and reactivity to dogs in day care setting,,,,,,,,,,2011-10-01 00:00:00,,,,,,,,,,2013,,,,Decided to keep dog and work on sep anx issues,,,,,,,,,,2013-01-02 00:00:00,Severe sep anxiety and reactivity to dogs in day care setting,,,
 Thor (Zane),FLRN-MD-12-1102,Deployment and dominance issues the don't want to work on,,,,,,,,,,November 2012,,,,,,,,,,2013,,,,,,,,,,Jason to plan return,,,,2013-02-12 00:00:00,Deployment and dominance issues the don't want to work on,Yes,2013-02-04 00:00:00,Yes
Cupid,FLRN-FD-12-1219,Too energetic for adopter,,,,,,,,,,Dec 2012,,,,,,,,,,2013,,,,,,,,,,Allison planning return to WT2 on 3/5/13,,,,2013-03-01 00:00:00,Too energetic for adopter,,2013-02-20 00:00:00,
Rose,PICK-FD-12-1174,"Scared of the kids, gets aggressive",,,,,,,,,,Dec 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-03-07 00:00:00,"Scared of the kids, gets aggressive",Yes,"3/2/13 flea/tick, 12/5/12 for 6m heartworm shot",Yes
Twiggy,OTH-FD-12-0701,Dog afraid of husband,,,,,,,,,,July 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-03-11 00:00:00,Dog afraid of husband,Yes,2013-03-01 00:00:00,Yes
Babs,GLSTR-FD-12-1007,"Food aggression, not good with kids and small dogs",,,,,,,,,,Dec 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-03-07 00:00:00,"Food aggression, not good with kids and small dogs",Yes,3/1 /13,Yes
Micah,FLRN-MD-12-0738,"Other dog began attacking Micah, not both fight with each other",,,,,,,,,,July 2012,,,,,,,,,,2013,,,,,,,,,,,,,,2013-03-10 00:00:00,"Other dog began attacking Micah, not both fight with each other",Yes,2013-03-03 00:00:00,Rec'd one photo
Adena (now Feeny),PICK-FD-11-0621,reactive to 3yo who just moved in with them,,,,,,,,,,June 2011,,,,,,,,,,2013,,,,,,,,,,Owner to drop off to Pam in SC,,,,2013-03-17 00:00:00,reactive to 3yo who just moved in with them,Yes,March 2013,Yes
Jinx (now Fibonnaci),FLRN-MD-13-0276,Can't manage his fear/anxiety issues,,,,,,,,,,March 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-03-25 00:00:00,Can't manage his fear/anxiety issues,,March 2013,Yes
Barclay (now Gandalf) ,FRLN-MD-11-0673,"Dog dev allergies, can't afford it",,,,,,,,,,2011-07-03 00:00:00,,,,,,,,,,2013,,,,,,,,,,,Sue C on Sunday,,,2013-04-15 00:00:00,"Dog dev allergies, can't afford it",Yes,2013-03-01 00:00:00,Rec'd 1
Snow (now Jane),NEW-FD-10-184,Can't care for her any more??,,,,,,,,,,2010,,,,,,,,,,2013,,,,,,,,,,Owner will keep and bring to events,,,,2013-03-16 00:00:00,Can't care for her any more??,Yes,2013-04-01 00:00:00,Yes
Peanut,SPTN-MD-13-0441,Dogs are not enjoying each other,,,,,,,,,,2013-04-13 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,4 /18/ 2013,Dogs are not enjoying each other,,,
Millie (now Charlotte),MTHY-FD-13-0193,Dog went after another dog,,,,,,,,,,about 6 weeks ago,,,,,,,,,,2013,,,,,,,,,,,,,,4/15 /2013,Dog went after another dog,No / No records,2013-04-20 00:00:00,
Augustus,PICK-MD-13-0320,Other dog aggressive with Gus,,,,,,,,,,2013-04-05 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-04-19 00:00:00,Other dog aggressive with Gus,Yes,2013-04-16 00:00:00,
Hildie,OTHR-FD-13-0408,Allergies and aggression,,,,,,,,,,2013-04-06 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-04-25 00:00:00,Allergies and aggression,,March - due upon return,
Yowza,MTHY-MD-13-0400,Delay getting new apartment,,,,,,,,,,April 2013,,,,,,,,,,2013,,,,,,,,,,Meeting a PA adopter on 4/30/13 - may do direct readoption,,,,2013-04-29 00:00:00,Delay getting new apartment,Hasn't been to the vet,?,
Cash,FLRN-MD-13-0409,Dog bit vet - worried he will bite kids,,,,,,,,,,2013-04-13 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,4 /18/ 2013,Dog bit vet - worried he will bite kids,Yes,2013-04-17 00:00:00,
Joy,PICK-FD-13-0460,"Too small, is ""untrained,"" doesn't respond to her name!",,,,,,,,,,4/19/13 (trial),,,,,,,,,,2013,,,,,,,,,,,,,,2013-04-29 00:00:00,"Too small, is ""untrained,"" doesn't respond to her name!",Yes,2013-05-02 00:00:00,
Buddy,MTHY-MD-13-0121,"Fear Aggression - towards dogs, strangers, men",,,,,,,,,,2013-02-03 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-04-24 00:00:00,"Fear Aggression - towards dogs, strangers, men",Yes,2013-04-23 00:00:00,
Ashton,PICK-MD-13-0454,Not ready to have a dog!,,,,,,,,,,2013-05-05 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-05-06 00:00:00,Not ready to have a dog!,,,
Ariel (now Bella),PICK-FD-09-478,Financial problems,,,,,,,,,,2009,,,,,,,,,,2013,,,,,,,,,,,,,,2013-05-02 00:00:00,Financial problems,Yes,2013-05-04 00:00:00,
Brigham (Coughlin),PICK-MD-12-0811,Reactivity/aggression,,,,,,,,,,Aug 2012,,,,,,,,,,2013,,,,Decided to keep dog and work with Meg,,,,,,,,,,2013-05-13 00:00:00,Reactivity/aggression,Yes,,
Rudy,FLRN-MD-13-0426,dog with medical issues,,,,,,,,,,1.5 weeks,,,,,,,,,,2013,,,,,,,,,,,,,,2013-05-14 00:00:00,dog with medical issues,Yes,? recent,
Dale,SPTN-MD-13-0344,His adopters suck!,,,,,,,,,,March 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-05-23 00:00:00,His adopters suck!,Yes,2013-05-24 00:00:00,"Yes, but not good ones"
Tippy,OTH,Biting kids,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,5/13/2013&5/19/13,Biting kids,Yes (Patty getting them from Hayfield & I've requested rabies cert from old vet),2013-05-21 00:00:00,
Kermit,PICK-MD-13-0328,Peeing/pooping in the house,,,,,,,,,,March 2013,,,,,,,,,,2013,,,,,,,,,,,,,Sue C trying to line up adopter,2013-05-19 00:00:00,Peeing/pooping in the house,Yes,HW 5/9/13  Flea/tick 5/27/13,No
Clint,GLTR-MD-13-0130,Peeing in the house  ***haven't responded to emails from me or Kristen***  Will ask Rachael to reach out,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,Saturday 6.1 - Rachael to meet at wagtime One,2/8/2013 & 4/21/13,Peeing in the house  ***haven't responded to emails from me or Kristen***  Will ask Rachael to reach out,Yes,??,
Blake,GLTR-MD-13-0135,"Reactive/biting, after being attacked twice",,,,,,,,,,January 2013,,,,,,,,,,2013,,,,,,,,,,,,,Friday 5.31- Joe to meet at Wagtime Too,2013-05-24 00:00:00,"Reactive/biting, after being attacked twice",Yes,2013-05-01 00:00:00,
Thunder,PICK-MD-11-1081,Bite,,,,,,,,,,2011,,,,,,,,,,2013,,,,,,,,,,,,,Thurs 5/30 7pm to WT ,2013-05-19 00:00:00,Bite,Yes,2013-05-25 00:00:00,
Smiley,KIN-MD-13-0200,Needs more activity,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,Bea taking to BH Thursday 5.30,2013-05-28 00:00:00,Needs more activity,Yes,2013-05-16 00:00:00,
Nick,FLRN-MD-13-0525,Being a bit rough with the kids,,,,,,,,,,April 2013,,,,,,,,,,2013,,,,,,,,,,,,,Friday 5/31 2:30p to WT2 with Joe,2013-05-28 00:00:00,Being a bit rough with the kids,Yes,Needs them upon return,
Apollo,FLRN-MD-13-0510,Cat can't tolerate dog,,,,,,,,,,2013-05-26 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,Kristen to plan,2013-05-29 00:00:00,Cat can't tolerate dog,No records to get,,
Coconut,PICK-FD-11-0551,Doesn't get along with cat,,,,,,,,,,2011,,,,,,,,,,2013,,,,,,,,,,,,,Meeting before event on 6/9/13,2013-05-29 00:00:00,Doesn't get along with cat,Yes,2013-05-30 00:00:00,
Larissa,PICK-FD-12-1162,,,,,,,,,,,2012,,,,,,,,,,2013,,,,,,,,,,,,,Return before event 6/16,2013-06-12 00:00:00,,Yes,2013-06-12 00:00:00,
Bubba,SPTN-MD-13-0434,"May have DM, can't afford to manage treatment",,,,,,,,,,April 2013,,,,,,,,,,2013,,,,,,,,,,,,,Sue getting dog 6/18,2013-06-15 00:00:00,"May have DM, can't afford to manage treatment",Yes,"ProHeart 6 on 4/19/13, Vectra on 6/14/13 ",Yes
Taz,PICK-MD-13-0396,Too active/rowdy for physically challenged mom,,,,,,,,,,2013-04-06 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-06-10 00:00:00,Too active/rowdy for physically challenged mom,Yes,2013-06-01 00:00:00,
Diane,FLRN-FD-13-0015,Dog's medical conditions,,,,,,,,,,February 2013,,,,,,,,,,2013,,,,,,,,,,,,,Decided to keep the dog,2013-06-20 00:00:00,Dog's medical conditions,,,
Tyra,PICK-FD-13-0571,New job.  Not able to come home during day.,,,,,,,,,,May 2013,,,,,,,,,,2013,,,,,,,,,,,,,Iris organizing return on 6/21,2013-06-08 00:00:00,New job.  Not able to come home during day.,Never took to the vet,Not given,
Harley,FLRN-MD-13-0519,New job with travel,,,,,,,,,,May 2013,,,,,,,,,,2013,,,,,,,,,,,,,Return on 6/22 when adopter back in town,2013-06-10 00:00:00,New job with travel,Yes,2016-06-15 00:00:00,Yes
Mary Kate,FLRN-FD-13-0185,Doesn't like neighbor's kids,,,,,,,,,,Feb 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-05-23 00:00:00,Doesn't like neighbor's kids,Yes,2013-05-01 00:00:00,
Palmer,PICK-MD-13-0502,Change in overseas post,,,,,,,,,,May 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-06-19 00:00:00,Change in overseas post,Yes,"6/5/13,",
Scotty,SPTN-MD-13-0257,Biting kids,,,,,,,,,,March 2013,,,,,,,,,,2013,,,,,,,,,,,,,Before event on 7/14/13,2013-07-09 00:00:00,Biting kids,Yes,2013-07-02 00:00:00,Yes
Watson,OTHR-MD-13-0667,Not bonding with the kids,,,,,,,,,,July 2013 (trial),,,,,,,,,,2013,,,,,,,,,,,,,Returned to WT on 7/17,2013-07-08 00:00:00,Not bonding with the kids,Yes,2013-07-09 00:00:00,
Fido,GLTR-MD-13-0657,Allergy,,,,,,,,,,2013-07-07 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,Being returned to WT,2013-07-13 00:00:00,Allergy,Didn't take to the vet,713/13 flea/tick.  HW not due until 7/26/13 so not given yet,Yes
Enya,PICK-FD-13-0627,Separation Anx,,,,,,,,,,June 2013,,,,,,,,,,2013,,,,,,,,,,,,,Return 7/18/13,2013-07-12 00:00:00,Separation Anx,Yes,2013-06-17 00:00:00,
Tosha,FLRN-FD-13-0163,Not getting along with cat,,,,,,,,,,July 2013 (trial),,,,,,,,,,2013,,,,,,,,,,,,,Stacey to take him back for fostering,2013-07-13 00:00:00,Not getting along with cat,Yes,6/29/13 before trial adoption,
Ira,GLSTR-MD-10-642,Fiance forcing her to give up dog!,,,,,,,,,,June 2010,,,,,,,,,,2013,,,,,,,,,,,,,Keeping the dog,2013-07-03 00:00:00,Fiance forcing her to give up dog!,"No, despite mult req",2013-07-01 00:00:00,
Magic,MTHY-FD-13-0446,Aggressive with other dogs,,,,,,,,,,May 2013,,,,,,,,,,2013,,,,,,,,,,,,,"Ret to WT2 on monday, 7/29",2013-07-22 00:00:00,Aggressive with other dogs,Yes,2013-07-01 00:00:00,Yes
Bart (Bleu),GLTR-MD-13-0485,"""bites""",,,,,,,,,,2013-05-19 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,Dropped of at trainer's house,2013-07-31 00:00:00,"""bites""",,"May 18, 2013!",
Woodrow,PICK-MD-12-1076,Chihuahua issues,,,,,,,,,,2013-11-12 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-07-13 00:00:00,Chihuahua issues,Yes,2013-07-27 00:00:00,
Allie ,GLST-FD-13-0169,Dog keeps getting out of the house,,,,,,,,,,Feb 2013,,,,,,,,,,2013,,,,,,,,,,,,,Owner keeping her,2013-05-15 00:00:00,Dog keeps getting out of the house,Yes,2013-05-09 00:00:00,yes
Paolo,PICK-MD-13-0504,Nipped a neighbor - apt mgmt forcing return,,,,,,,,,,May 2013,,,,,,,,,,2013,,,,,,,,,,,,,Friend holding him until they can move,2013-08-02 00:00:00,Nipped a neighbor - apt mgmt forcing return,,2013-07-07 00:00:00,
Sarah (Leia),PICK-FD-10-046,Mult beh issues,,,,,,,,,,2010,,,,,,,,,,2013,,,,,,,,,,,,,WT 2 on 8/7/13,2013-07-25 00:00:00,Mult beh issues,Yes,2013-08-01 00:00:00,Yes
Xander (Scooby),FLRN-MD-13-0433,,,,,,,,,,,April 2013,,,,,,,,,,2013,,,,,,,,,,,,,Daughter keeping,2013-08-11 00:00:00,,,,
Cal,MTHY-MD-13-0693,"Change in job, can't be home",,,,,,,,,,2013-07-18 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2013-08-08 00:00:00,"Change in job, can't be home",Yes,2013-07-31 00:00:00,
Serena,PICK-FD-13-0733,Issues with other dog and Serena,,,,,,,,,,2013-08-09 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,WT on 8/14,2013-08-13 00:00:00,Issues with other dog and Serena,,Due this past weekend - NOT GIVEN BEFORE RETURN,
Chester,KIN-MD-10-1052,Attacked other dog,,,,,,,,,,Sept 2010,,,,,,,,,,2013,,,,,,,,,,,,,Decided to try to work with trainer,2013-08-14 00:00:00,Attacked other dog,,Overdue by two weeks,
Snuggles,PRCO-FD-13-0665,Chewed up house when left with son for two weeks,,,,,,,,,,July 2013,,,,,,,,,,2013,,,,,,,,,,,,,Already with Meg,2013-08-14 00:00:00,Chewed up house when left with son for two weeks,With Meg,2013-07-29 00:00:00,
Bruno (Max),NEW-MD-10-813,"Pregnant, husb deployed. Can't give dog exercise.",,,,,,,,,,November 2011,,,,,,,,,,2013,,,,,,,,,,,,,Will keep till adopted,2013-07-14 00:00:00,"Pregnant, husb deployed. Can't give dog exercise.",Yes,2013-08-01 00:00:00,
Marvin,FLRN-MD-13-0784,Daughter allergic,,,,,,,,,,August 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-08-07 00:00:00,Daughter allergic,Yes,2013-07-20 00:00:00,
Roy,FLRN-MD-13-0787,Aggression towards Kids,,,,,,,,,,Aug 2013,,,,,,,,,,2013,,,,,,,,,,,,,,2013-08-20 00:00:00,Aggression towards Kids,,,
Thor (Hunter),MTN-MD-10-1407,Sick child,,,,,,,,,,Jan 2011,,,,,,,,,,2013,,,,,,,,,,,,,,2013-07-31 00:00:00,Sick child,Yes,8/6/13 F/T       8/9/13HW,
Bernie,FLRN-MD-13-0512,Too active ,,,,,,,,,,Trial over 8/8/13,,,,,,,,,,2013,,,,,,,,,,,,,,2013-08-07 00:00:00,Too active ,Yes,2013-07-15 00:00:00,
Silver,PICK-FD-13-0734,Kid overwhelmed by dog,,,,,,,,,,July 2013,,,,,,,,,,2013,,,,,,,,,,,,,Can keep for 2-4 wks and take to events,2013-08-12 00:00:00,Kid overwhelmed by dog,Yes,HW 8/1/13    Flea/tick 8/3/13,
Abby,PICK-FD-12-0071,Wife gets headaches from barking when people come and go from house!,,,,,,,,,,Feb 2012,,,,,,,,,,2013,,,,,,,,,,,,,Looking for foster,2013-08-15 00:00:00,Wife gets headaches from barking when people come and go from house!,Yes,2013-08-01 00:00:00,
Thebo,PRCO-MD-13-0666,Too active for their older dog,,,,,,,,,,June 2013,,,,,,,,,,2013,,,,,,,,,,,,,This Sunday,2013-08-21 00:00:00,Too active for their older dog,,,
Dawn,PICK-FD-13-0819,Not bonding with the adopter,,,,,,,,,,August 2013,,,,,,,,,,2013,,,,,,,,,,,,,This Sunday,,Not bonding with the adopter,,,
Kiki,MTHY-FD-13-0123,Stressed by the activity in the home,,,,,,,,,,Feb 2013,,,,,,,,,,2013,,,,,,,,,,,,,Has moved to foster,76/13,Stressed by the activity in the home,Yes,7/1/0113,
Corey (now Slim),PICK-MD-11-0688,Biting people and aggressive towards dogs,,,,,,,,,,2011,,,,,,,,,,2013,,,,adopted 9/8/13,,,,,,,Joan,,keeping until adopted,5/11/2013 & 5/29/13,Biting people and aggressive towards dogs,Yes,2013-06-14 00:00:00,
Lola,PICK-FD-13-0336,Severe Separation anxiety - cannot be crated and destroyed the adopters house,,,,,,,,,,2013-04-20 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,going to Wag 2,2013-08-20 00:00:00,Severe Separation anxiety - cannot be crated and destroyed the adopters house,Yes,2013-09-01 00:00:00,
Hawaii,PICK-FD-12-0692,reactivity issues,,,,,,,,,,2011,,,,,,,,,,2013,,,,,,,,,,,,,Wag1,2013-09-03 00:00:00,reactivity issues,Yes,2013-09-28 00:00:00,Yes
Shaggy,FLRN-MD-13-0908,adopter has allergies,,,,,,,,,,2013-09-14 00:00:00,,,,,,,,,,2013,"Dog's name at Lucky Dog: Shaggy
Current age: 2
Current weight: 7.8lbs
Breed: Maltese/Terrier",,,,,,,,,"Any aggression: Just with playing sometimes
Behavior with other dogs: Great",,,Looking for foster,2013-09-19 00:00:00,adopter has allergies,yes,"Sept. 16, 2013",no
Greg,GLTR-MD-13-0541,issues with the family cat and other dog,,,,,,,,,,7/2013,,,,,,,,,,2013,"Dog's name at Lucky Dog: Greg
Current age: 2 (?)
Current weight: 18 lbs
Breed: Beagle",,,,,,,,,"Behavior with other dogs: yes (growls, bites - not play)",,,Return Sunday,2013-09-14 00:00:00,issues with the family cat and other dog,yes,2013-09-16 00:00:00,
Hootie,FLRN-MD-13-0892,,,,,,,,,,,,,,,,,,,,,2013,"Dog's name at Lucky Dog: Hootie
Current age: 1-2
Current weight: 24 lbs??
Breed: Labradoodle",,,,,,,,,,,,Need Meg eval,"Sept 22,2013",,,,
Emma,PICK-FD-10-338,biting kids / dog deaf,,,,,,,,,,2010-04-02 00:00:00,,,,,,,,,,2013," 7 yrs old. Long haired double dapple dachshund.
 She is probably 90% deaf. She can hear a loud clapping sound. 
She's chubby at 20 lbs",,,,,,,,,Needs the dog moved by October becasue of knee surgery,,,Returned,2013-09-05 00:00:00,biting kids / dog deaf,yes,10th of every month,NO - need
