DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,KIDS2,month,year,Column3,Column4,Column5,Column6,Column7,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,HW,FT,C,ALTERED,Column1,Dog Name,Column2,ID,TRANSPORT DATE,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Dillon,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9106134&key=Mqr6gy1W,Male,2,13,Terrier,"Black with Brown, Red, Golden, Orange or Chestnut",Y,,,,,,2015,,,,,,,Potentially medium energy dog,,,No,,,,,,,MTHY-MD-15-0930,,,2015-10-04,Mix,years,,Yes
Orbitz,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9106146&key=Mqr6gy1W,Male,1,14.8,Chihuahua,Tan,REQUIRED,,,,,,2015,,,,,,, Chi Mix; No Kids Under 15; fine with cat in foster; 2nd dog (sep. anxiety); no apartments,,,No,,,,,,,MTHY-MD-15-0932,,,2015-10-17,Mix,years,,Yes
Ohana ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9116994&key=Mqr6gy1W,Female,9 - 12,25,Beagle,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,FLRN-FD-15-0906,,,2015-09-30,Mix,months,,Yes
Hannah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9117010&key=Mqr6gy1W,Female,6,27,Shepherd,Brindle,Y,,,,,,2015,,,,,,,Walks alone not enough; passed cat test,,,No,,,,,,,PRCO-FD-15-1015,,,2015-11-06,Mix,months,Labrador Retriever,Yes
Hilo ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9119548&key=Mqr6gy1W,Male,9 - 12,20,Beagle,Brown/Chocolate with White,,,,,,,2015,,,,,,,New this week; Beagle Mix,,,No,,,,,,,FLRN-MD-15-0903,,,2015-09-20,Mix,months,,Yes
Quinn ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9119810&key=Mqr6gy1W,Male,1,70,Labrador Retriever,Yellow,Y,,,,,,2015,,,,,,,Very high energy; walks alone not enough; destructive puppy energy,,,No,,,,,,,FLRN-MD-15-0908,,,2015-10-11,Mix,years,,Yes
Duke,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9119815&key=Mqr6gy1W,Male,2 - 3,75,Labrador Retriever,Black with White,Y,,,,,,2015,,,,,,,Walks alone not enough,,,Yes,,,,,,,FLRN-MD-15-0969,,,2015-10-23,Mix,years,,Yes
Rerun ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9119931&key=Mqr6gy1W,Male,1 - 2,30,Chocolate Labrador Retriever,Brown/Chocolate with White,,,,,,,2015,,,,,,,New this week ; Lab Mix,,,No,,,,,,,FLRN-MD-15-0909,,,2015-09-20,Mix,years,,Yes
Tanner ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9120027&key=Mqr6gy1W,Male,3 - 4,14,Shih Tzu,Gray/Silver/Salt & Pepper with Black,Y,,,,,,2015,,,,,,,Appears to be medium/low energy,,,No,,,,,,,FLRN-MD-15-0911,,,2015-09-27,Mix,years,,Yes
Neville ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9123262&key=Mqr6gy1W,Male,1 - 2,10,Chihuahua,Fawn,,,,,,,2015,,,,,,,New this week; Chi Mix; No Kids Under 15,,,No,,,,,,,FLRN-MD-15-0905,,,2015-09-20,Mix,years,,Yes
Jojo (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9124988&key=Mqr6gy1W,Female,2,15,Chihuahua,Tan,Y,Yes,,,,,2015,,,,,,,Caution with kids under 15 (breed); HW treatment 9/22; Passed shelter cat test,,,Yes,,,,,,,FLRN-FD-15-0997,,,2015-10-25,Mix,years,,Yes
BG,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9124997&key=Mqr6gy1W,Female,2,50,Heeler,"White with Tan, Yellow or Fawn",,,,,,,2015,,,,,,,New this week; Heeler Mix; she will climb fences,,,No,,,,,,,FLRN-FD-15-0958,,,2015-10-11,Mix,years,,Yes
Pooka,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9127644&key=Mqr6gy1W,Male,4 - 5,18,Jack Russell Terrier,White,N,Y,YES,,,,2015,,,,,,,Needs solid exercise plan/diet; surrendering owner believes he was deaf but not have not seen evidence here; Passed cat test; best as only dog,,,No,,,,,,,GLTR-MD-15-0894,,,2015-11-29,Mix,years,,Yes
Dexy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9127855&key=Mqr6gy1W,Female,2,10,Chihuahua,Golden/Chestnut,Y,,,,,,2015,,,,,,,Chi Mix; No Kids Under 15,,,No,,,,,,,FLRN-FD-15-0897,,,2015-10-04,Mix,years,,Yes
Yoshi ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9127874&key=Mqr6gy1W,Male,1 - 2,15,Pomeranian,Golden/Chestnut,Y,,,,,,2015,,,,,,,High energy for a small dog,,,No,,,,,,,FLRN-MD-15-0913,,,2015-10-11,Mix,years,,Yes
Mimi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9129058&key=Mqr6gy1W,Female,3 - 4,12,Rat Terrier,Tan,Y,Y,,,,,2015,,,,,,,Needs solid exercise plan/diet; on doxy for KC starting 9/24 for 7 days; Passed cat test,,,No,,,,,,,GLTR-FD-15-0916,,,2015-10-10,Mix,years,,Yes
Wilfred,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9131275&key=Mqr6gy1W,Male,1,7,Chihuahua,"White with Tan, Yellow or Fawn",Y,,,,,,2015,,,,,,,Chi Mix; No Kids Under 15,,,No,,,,,,,MTHY-MD-15-0941,,,2015-10-04,Mix,years,,Yes
Missy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9136014&key=Mqr6gy1W,Female,1 - 2 ,15,Doxie Mix,Grey,Y,,,,,,2015,,,,,,,Lives with cats in foster home; has old burn scars,,,No,,,,,,,FLRN-FD-15-0914,,,2015-10-18,Mix,years,Wire Haired Terrier,Yes
Karina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9139098&key=Mqr6gy1W,Female,7,13,Feist,Black and Brown,Y,NO,,,,,2015,,,,,,,No apparent issues; get attached to people quickly; No cats,,,No,,,,,,,FLRN-FD-15-0918,,,2015-09-25,,months,,Yes
Kate ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9139558&key=Mqr6gy1W,Female,2,11,Pomeranian,Tan,Y,,,,,,2015,,,,,,,No kids under 15,,,No,,,,,,,FLRN-FD-15-0915,,,2015-10-10,Mix,years,,Yes
Poppy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9140544&key=Mqr6gy1W,Female,2,9 ,Chihuahua,Grey,Y,,,,,,2015,,,,,,,Chi Mix; No Kids Under 15; Must understand chi behavior,,,No,,,,,,,FLRN-FD-15-0917,,,2015-11-04,Mix,years,Yes,Yes
Brownie (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9148688&key=Mqr6gy1W,Male,9,2.3 - 3.0,Shepherd,Brown/Chocolate,,,,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,MTHY-MD-15-0928,,,,Mix,weeks,Terrier,No
Brooklyn (2 shot) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9148690&key=Mqr6gy1W,Female,9,2.3 - 3.0,Shepherd,Brown/Chocolate with Black,,,,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,MTHY-FD-15-0927,,,2015-10-04,Mix,weeks,Terrier,No
Berlin (2 shot) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9148697&key=Mqr6gy1W,Female,9,2.3 - 3.0,Shepherd,Brown/Chocolate with Black,Y,,,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,MTHY-FD-15-0923,,,2015-09-27,Mix,weeks,Terrier,No
Bellamy (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9148701&key=Mqr6gy1W,Female,9,2.3 - 3.0,Shepherd,Brown/Chocolate with Black,,,,,,,2015,,,,,,,New this week; Shepherd Mix; Puppy Screen,,,No,,,,,,,MTHY-FD-15-0924,,,2015-10-04,Mix,weeks,Terrier,No
Barli (2 shot) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9148705&key=Mqr6gy1W,Female,9,4,Shepherd,Fawn,Y,,,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,MTHY-FD-15-0921,,,2015-10-25,Mix,weeks,Terrier,No
Batik (2 shot) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9148710&key=Mqr6gy1W,Female,9,4,Shepherd,Brown/Chocolate with Black,Y,,Yes,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,MTHY-FD-15-0922,,,2015-10-25,Mix,weeks,Terrier,No
Wags (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9149560&key=Mqr6gy1W,Male,10,2.5 - 3.25,Shepherd,Black,Y,,,,,,2015,,,,,,,Puppy Screen; recovering from pneumonia (9/28),,,No,,,,,,,MTHY-MD-15-0933,,,2015-10-19,Mix,weeks,Terrier,No
Whistle (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9149561&key=Mqr6gy1W,Female,10,2.5 - 3.25,Shepherd,Brindle,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,MTHY-FD-15-0936,,,2015-10-11,Mix,weeks,Terrier,No
Winona (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9149574&key=Mqr6gy1W,Female,10,2.5 - 3.25,Shepherd,"Black with Tan, Yellow or Fawn",,,,,,,2015,,,,,,,New this week; Puppy Screen; Shepherd Mix,,,No,,,,,,,MTHY-FD-15-0940,,,2015-09-25,Mix,weeks,Terrier,No
Willa (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9149577&key=Mqr6gy1W,Female,10,2.5 - 3.25,Shepherd,Tan/Yellow/Fawn with Black,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,MTHY-FD-15-0938,,,2015-10-20,Mix,weeks,Terrier,No
Winnie (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9149592&key=Mqr6gy1W,Female,10,2.5 - 3.25,Shepherd,Fawn,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,MTHY-FD-15-0939,,,2015-10-04,Mix,weeks,Terrier,No
Obsidian (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9151346&key=Mqr6gy1W,Female,11,16.6,Black Labrador Retriever,Black,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,MTHY-FD-15-0946,,,2015-10-01,Mix,weeks,,No
Josephine,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9152758&key=Mqr6gy1W,Female,1,42,Shepherd,Tan,RECOMMENDED,,,,,,2015,,,,,,,Walks alone not enough; 2nd dog RECOMMENDED or commited to socialization,,,No,,,,,,,MTHY-FD-15-0964,,,2015-11-01,Mix,years,,Yes
Bentley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9155706&key=Mqr6gy1W,Male,3,30.4,Corgi,Golden/Chestnut,,,,,,,2015,,,,,,,New this week; Corgi Mix,,,No,,,,,,,MTHY-MD-15-0960,,,2015-10-04,Mix,years,,Yes
Buddy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9159845&key=Mqr6gy1W,Male,1,16.5, Lhasa Apso,Brown/Chocolate with White,,,NO,,,,2015,,,,,,,New this week; Lhasa Mix,,,No,,,,,,,MTHY-MD-15-0929,,,2015-09-27,Mix,years,,Yes
Butterbean,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9165376&key=Mqr6gy1W,Male,1,35.8,Beagle,Tan/Brown & Black & White,Y,,,,,,2015,,,,,,,Lives with kids in foster,,,No,,,,,,,MTHY-MD-15-0961,,,2015-11-01,Mix,years,,Yes
Naomi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9167044&key=Mqr6gy1W,Female,3 - 4,32,Shepherd,Tan,REQUIRED,,,,,,2015,,,,,,,2nd dog required (shy); on monocycline for lyme,,,No,,,,,,,GLTR-FD-15-0994,,,2015-10-23,Mix,years,,Yes
Ethel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9167211&key=Mqr6gy1W,Female,5.5,55,Shepherd,"Black with Brown, Red, Golden, Orange or Chestnut",NO,,,,,,2015,,,,,,,Best as only dog; medium to low energy,,,No,,,,,,,MTHY-FD-15-0948,,,2015-10-22,Mix,years,,Yes
Pinto Bean,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9168526&key=Mqr6gy1W,Female,1,40,Cattle Dog,Brindle with White,Y,,,,,,2015,,,,,,,Walks alone not enough; caution with children (herding dog),,,No,,,,,,,MTHY-FD-15-0949,,,2015-10-04,Mix,years,,Yes
Burbank,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9168915&key=Mqr6gy1W,Male,5,69,Chesapeake Bay Retriever,Brown/Chocolate,,,,,,,2015,,,,,,,New this week; Chespeake Retr. Mix,,,No,,,,,,,GLTR-MD-15-0959,,,2015-10-04,Mix,years,,Yes
Wanda (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9171322&key=Mqr6gy1W,Female,10,8,Beagle,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-FD-15-0990,,,2015-10-11,Mix,weeks,,No
Willy (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9171330&key=Mqr6gy1W,Male,10,10,Beagle,Tan/Brown & Black & White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-MD-15-0991,,,2015-10-18,Mix,weeks,,No
Wally (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9171332&key=Mqr6gy1W,Male,10,8,Beagle,Tan/Brown & Black & White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-MD-15-0989,,,2015-11-01,Mix,weeks,,No
Savannah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9171581&key=Mqr6gy1W,Female,7,35,Black Labrador Retriever,Black,Y,,,,,,2015,,,,,,,Walks alone not enough; lived with kids in foster,,,No,,,,,,,FLRN-FD-15-0987,,,2015-10-18,Mix,months,,Yes
Speedy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9171593&key=Mqr6gy1W,Male,7,40,Labrador Retriever,Black with White,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,FLRN-MD-15-0988,,,2015-10-18,Mix,months,,Yes
Julian,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9171606&key=Mqr6gy1W,Male,10,13.2,Terrier,Orange,,,,,,,2015,,,,,,,New this week; Terrier Mix,,,No,,,,,,,MTHY-MD-15-0965,,,2015-10-03,Mix,months,,Yes
Rizzo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9178002&key=Mqr6gy1W,Female,8,35,Shepherd,"Black with Tan, Yellow or Fawn",Y,,,,,,2015,,,,,,,Walks alone not enough; infected spay incision on Clavamox 250mg for 10 days,,,No,,,,,,,FLRN-FD-15-0986,,,2015-10-18,Mix,months,,Yes
Clara,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9179404&key=Mqr6gy1W,Female,7,30,Yellow Labrador Retriever,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,KINS-FD-15-0613,,,2015-10-15,Mix,months,Labrador Retriever,Yes
Lewis,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9179452&key=Mqr6gy1W,Male,2,29,Beagle,Tan/Brown & Black & White,Yes,Y,,,,,2015,,,,,,,lived with cats; old break in his leg - nothing to be done,,,No,,,,,,,FLRN-MD-15-1060,,,2015-11-20,Mix,years,,Yes
Jasmine (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9179709&key=Mqr6gy1W,Female,1.5,50,Labrador Retriever,Black,,,,,,,2015,,,,,,,New this week; Lab Mix; already treated for HW,,,Yes,,,,,,,FLRN-FD-15-1153,,,2015-12-13,Mix,years,,Yes
Garnett (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9179768&key=Mqr6gy1W,Female,10 - 12,15,Daschund,Brown/Chocolate with Black,,Y,,,,,2015,,,,,,, Lived with cats; already treated for HW,,,Yes,,,,,,,FLRN-FD-15-1151,,,2015-12-27,Mix,months,Terrier,Yes
Opal,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9179787&key=Mqr6gy1W,Male,10 - 12,15,Daschund,Fawn,,,,,,,2015,,,,,,,New this week; Doxie Mix,,,No,,,,,,,FLRN-FD-15-0984,,,2015-10-11,Mix,months,Terrier,Yes
Divot,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9186031&key=Mqr6gy1W,Male,5,20,Australian Cattle Dog/Blue Heeler,"White with Tan, Yellow or Fawn",Y,,,,,,2015,,,,,,,Walks alone not enough; puppy screen,,,No,,,,,,,FLRN-MD-15-0968,,,2015-10-17,Mix,months,,Yes
Boris (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9188257&key=Mqr6gy1W,Male,2,45,Shepherd,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,, lived with cats in ON foster; very high energy/puppy-ish behavior,,,Yes,,,,,,,CLAY-MD-15-1010,,,2015-11-08,Mix,years,,Yes
Buffy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9188266&key=Mqr6gy1W,Female,1 - 2,55,Shepherd,Tan/Yellow/Fawn with Black,Y,,,,,,2015,,,,,,, was snappy off transport when collaring; walks alone not enough; happy tail currently healing; no kids,,,No,,,,,,,CLAY-FD-15-1011,,,2015-11-06,Mix,years,,Yes
Sophy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9189549&key=Mqr6gy1W,Female,1,30,Shepherd,"Black with Brown, Red, Golden, Orange or Chestnut",,,,,,,2015,,,,,,,New this week; Shepherd Mix,,,No,,,,,,,PRCO-FD-15-1017,,,2015-10-25,Mix,years,Spaniel,Yes
Chaplin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9190211&key=Mqr6gy1W,Male,3,12.8,Rat Terrier,White with Black,Y,,,,,,2015,,,,,,,On Baytrill and Doxy for pneumonia - started 10/8,,,No,,,,,,,MTHY-MD-15-0962,,,2015-10-18,Mix,years,,Yes
Meeko,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9190431&key=Mqr6gy1W,Male,4,6,Chihuahua,Orange,Y,,Yes,,,,2015,,,,,,,Chi Mix; No Kids Under 15; OK with cats,,,No,,,,,,,FLRN-MD-15-0981,,,2015-10-25,Mix,years,Terrier,Yes
Milo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9190437&key=Mqr6gy1W,Male,4,6,Chihuahua,Orange,Y,,,,,,2015,,,,,,,Chi Mix; No Kids Under 15,,,No,,,,,,,FLRN-MD-15-0982,,,2015-10-16,Mix,years,Terrier,Yes
Lexi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9206776&key=Mqr6gy1W,Female,1 - 2,32,Labrador Retriever,Black,Y,,,,,,2015,,,,,,,Tripod; walks alone not enough,,,No,,,,,,,FLRN-FD-15-0980,,,2015-11-14,Mix,years,,Yes
Tramp,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9206806&key=Mqr6gy1W,Male,2,52.2,Shepherd,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,,walks alone not enough; (cautionary bully screen given looks),,,No,,,,,,,MTHY-MD-15-1009,,,2015-12-13,Mix,years,Boxer,Yes
Jack,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9206816&key=Mqr6gy1W,Male,1,40,American Pit Bull Terrier,Gray/Silver/Salt & Pepper with White,REQUIRED,,,,,,2015,,,,,,,Lives with cat in foster; 2nd dog required (shy); caution with children (mouthy),,,No,,,,,,,FLRN-MD-15-0973,,,2015-11-07,Mix,years,,Yes
Ladie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9210929&key=Mqr6gy1W,Female,2,58,Shepherd,Golden/Chestnut,Y,,,,,,2015,,,,,,,Walks alone not enough; currently on Doxycycline for ehlrichia treatment,,,No,,,,,,,MTHY-FD-15-1005,,,2015-11-01,Mix,years,,Yes
Jade,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9210951&key=Mqr6gy1W,Female,2 - 3,10,Jack Russell Terrier,Brown/Chocolate with Black,Y,,,,,,2015,,,,,,,High energy little dog; loves fetching,,,No,,,,,,,FLRN-FD-15-0975,,,2015-11-29,Mix,years,,Yes
Janna,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9211345&key=Mqr6gy1W,Female,6,35,Labrador Retriever,Black,REQUIRED,,,,,,2015,,,,,,,Walks alone not enough; 2nd dog required (shy); older puppy,,,No,,,,,,,FLRN-FD-15-0976,,,2015-10-18,Mix,months,,Yes
Bowser,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9211605&key=Mqr6gy1W,Male,3,35,Cattle Dog,Tan/Brown & Black & White,Y,,Over 15,,,,2015,,,,,,,Walks alone not enough; showing herding behavior,,,No,,,,,,,FLRN-MD-15-0966,,,2015-11-08,Mix,years,,Yes
Cassie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9211942&key=Mqr6gy1W,Female,1,55,Retriever,Golden/Chestnut,,,,,,,2015,,,,,,,New this week; Retriever Mix,,,No,,,,,,,FLRN-FD-15-0967,,,2015-10-11,Mix,years,,Yes
Abel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9212591&key=Mqr6gy1W,Male,3,90,Retriever,Tan/Yellow/Fawn with White,Yes,Y,,,,,2015,,,,,,,Lives with cat in foster; medium energy for a big dog,,,No,,,,,,,FLRN-MD-15-1042,,,2015-11-15,Mix,years,Hound,Yes
Holly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9213483&key=Mqr6gy1W,Female,7,35,Retriever,Yellow,,,,,,,2015,,,,,,,New this week; Retriever Mix,,,No,,,,,,,FLRN-FD-15-0972,,,2015-11-29,Mix,months,,Yes
Tyra,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9219350&key=Mqr6gy1W,Female,2,45,Shepherd,,,,,,,,2015,,,,,,,New this week; Shepherd Mix,,,No,,,,,,,HERT-FD-15-1013,,,2015-10-25,Mix,years,,Yes
Lenny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9219382&key=Mqr6gy1W,Male,10,35,Labrador Retriever,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,FLRN-MD-15-0979,,,2015-10-18,Mix,months,,Yes
Minx,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9224843&key=Mqr6gy1W,Female,2,8,Chihuahua,,Y,,,,,,2015,,,,,,,Chi Mix; No Kids Under 15,,,No,,,,,,,FLRN-FD-15-0983,,,2015-10-25,Mix,years,,Yes
Pumpkin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9230365&key=Mqr6gy1W,Female,3,73,Collie,Tan and White,Y,Y,,,,,2015,,,,,,,Walks alone not enough (needs running or playtime); positive for lyme (already treated); passed cat test,,,No,,,,,,,GLTR-FD-15-0995,,,2015-12-30,Mix,years,Border Collie,Yes
Myla,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9233357&key=Mqr6gy1W,Female,1,33,Basset Hound,Tan/Yellow/Fawn with White,Y,,Yes,,,,2015,,,,,,,Basset Mix; seems medium energy,,,No,,,,,,,MTHY-FD-15-1006,,,2015-11-01,Mix,years,Labrador Retriever,Yes
Java,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9234314&key=Mqr6gy1W,Female,1.5 - 2,40,Cattle Dog,White with black spots,Caution,,Y,,,,2015,,,,,,,Walks alone not enough; reactive towards dogs; very anxious at event; currently being treated for Ehrlichia; Lyme positive,,,No,,,,,,,MTHY-FD-15-1027,,,2015-12-23,Mix,years,Labrador Retriever,Yes
Yin (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9248792&key=Mqr6gy1W,Male,3,4.8,Shepherd,Fawn,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,PRCO-MD-15-1002,,,2015-11-08,Mix,months,,No
Yang (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9248798&key=Mqr6gy1W,Male,3,5.8,Shepherd,Black with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,PRCO-MD-15-1003,,,2015-10-30,Mix,months,,No
Larry (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9248822&key=Mqr6gy1W,Male,3,8,Shepherd,Fawn,,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,PRCO-MD-15-1001,,,2015-10-23,Mix,months,,No
Afrika (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9249037&key=Mqr6gy1W,Female,13,8.5,Terrier,White with Brown or Chocolate,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,PRCO-FD-15-1000,,,2015-11-11,Mix,weeks,,No
Galaxy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9253802&key=Mqr6gy1W,Female,3,56,Black Labrador Retriever,Black,Yes,,,,,,2015,,,,,,,High energy; Walks alone not enough,,,No,,,,,,,MTHY-FD-15-1026,,,2015-11-07,Mix,years,,Yes
Pongonino (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9266275&key=Mqr6gy1W,Male,2 - 3,25,Shepherd,Black and Tan,,,,,,,2015,,,,,,,New this week; Shepherd Mix,,,Yes,,,,,,,PRCO-MD-15-1108,,,2015-11-22,Mix,years,,Yes
Chopper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9267613&key=Mqr6gy1W,Male,3,50,Shepherd,Tan,Yes,,Yes,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,MTHY-MD-15-1022,,,2015-11-07,Mix,years,,Yes
Ed,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9267803&key=Mqr6gy1W,Male,3,35,Labrador Retriever,Black with White,Yes,,,,,,2015,,,,,,,Walks alone not enough; being treated for ehrlichia; on metro,,,No,,,,,,,MTHY-MD-15-1024,,,2015-11-07,Mix,years,Bassett Hound,Yes
Wesley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9269308&key=Mqr6gy1W,Male,4,13,Shepherd,White and Tan,Y,,,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,PRCO-MD-15-1018,,,2015-11-22,Mix,months,,Yes
Marcus ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9269322&key=Mqr6gy1W,Male,4,12,Shepherd,Black and Tan,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,PRCO-MD-15-1016,,,2015-11-05,Mix,months,,Yes
