DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Layla,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571849&key=Mqr6gy1W,Female,14,13,Hound,Black and Brown w/ White,Y,Y,,,,2014,FLRN-FD-14-1041,," foster says she cries when alone so has been crating her with another puppy, and then she settles in and sleeps.  Very playful. Lived with cat. Walks alone not enough. Apartment warning— she can be quite loud + doesn't like to be alone. ",,,,,No,,,,11/16/2014,Mix,weeks,,No
Rhett,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7833083&key=Mqr6gy1W,Male,4,60,Labrador Retriever,Tan/Yellow/Fawn with White,,,,,,2014,GLTR-MD-14-1174,,walks alone not enough,,,,,No,,,,11/15/2014,Mix,years,,Yes
Tonic,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7772989&key=Mqr6gy1W,Male,3,37.6,Labrador Retriever,Black and White,,Yes,,,,2014,MTHY-MD-14-1165,,passed shelter cat test; reserved,,,,,No,,,,11/16/2014,Mix,years,Cattle Dog,Yes
Chanel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7773366&key=Mqr6gy1W,Female,4,18,Cocker Spaniel,Black,,,,,,2014,HERT-FD-14-1189,,New this week; cocker spaniel mix,,,,,No,,,,11/15/2014,Mix,years,,Yes
Jericho,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7832888&key=Mqr6gy1W,Male,1.5,35.7,Golden Retriever,Fawn,,,,,,2014,MTHY-MD-14-1185,,New this week; golden retriever mix,,,,,No,,,,11/16/2014,Mix,years,Shepherd,Yes
Lena,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7773146&key=Mqr6gy1W,Female,4,20,Beagle,"White, Brown and Black",,yes,,,,2014,HERT-FD-14-1193,,New this week; Good with cats,,,,,No,,,,11/16/2014,Mix,years,,Yes
Jess,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7774226&key=Mqr6gy1W,Female,8,34,Shepherd,Brown and Black,,yes,,,,2014,HERT-FD-14-1190,,New this week;Caution with cats -- may chase but likely easily diverted,,,,,No,,,,11/16/2014,Mix,months,Foxhound,Yes
Martha,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7769481&key=Mqr6gy1W,Female,5,13.4,Rat Terrier,"Black, White, and Brown",,,,,,2014,MTHY-FD-14-1187,,new this week; puppy screen,,,,,No,,,,11/16/2014,Mix,months,Beagle,Yes
Truffle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7436780&key=Mqr6gy1W,Female,5.5,10,Fiest,Black,,,,,,2014,PRCO-FD-14-1172,,very shy; needs second dog; puppy screen,,,,,No,,,,11/19/2014,Mix,months,,Yes
Pepe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7208546&key=Mqr6gy1W,Male,1.5,40,Husky,Tan w/ Black,,,,,,2014,PRCO-MD-14-1212,,New this week; husky screen,,,,,No,,,,11/23/2014,Mix,years,Terrier,Yes
Tallulah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6587659&key=Mqr6gy1W,Female,3,22,beagle/JRT,tri color,Y,no cats,N,,,2014,FLRN-FD-12-0758,,"Prefer home with 2nd dog due to energy and potential separation anxiety issues. Lots of energy. loves to play at dog park.  no cats, no kids",,,,,No,,,,11/15/2014,Mix,years,,Yes
Atticus,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7875918&key=Mqr6gy1W,Male,10,10,Shepherd,Tan,,,,,,2014,FLRN-MD-14-1199,,New this week; Puppy Screen; shepherd mix,,,,,No,,,,11/22/2014,Mix,weeks,,No
Annie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7657166&key=Mqr6gy1W,Female,1.5,18.2,Terrier,Tan/Brown & Black & White,Yes,Yes,Yes,,,2014,PRCO-FD-14-1214,,New this week; border terrier mix,,,,,No,,,,11/23/2014,Mix,years,Labrador Retriever,Yes
Ferrari,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869302&key=Mqr6gy1W,Male,8,12,Shepherd,,,,,,,2014,FLRN-MD-14-1203,,New this week; Puppy Screen; shepherd mix,,,,,No,,,,11/22/2014,Mix,weeks,,No
Fidget,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869283&key=Mqr6gy1W,Male,8,12,Shepherd,,,,,,,2014,FLRN-MD-14-1204,,New this week; Puppy Screen; shepherd mix,,,,,No,,,,11/22/2014,Mix,weeks,,No
Firefly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869298&key=Mqr6gy1W,Male,8,11,Shepherd,,,,,,,2014,FLRN-MD-14-1205,,New this week; Puppy Screen; shepherd mix,,,,,No,,,,11/22/2014,Mix,weeks,,No
Randy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7658272&key=Mqr6gy1W,Male,1,50,Shepherd,Light tan w/ White,,,,,,2014,FLRN-MD-14-1149,,young dog: walks alone not enough; limping off transport;  rimdayl for the luxating patella,,,,,No,,,,11/23/2014,Mix,years,,Yes
Shasta,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7853039&key=Mqr6gy1W,Female,7-Jun,30,Shepherd,Tan w/ White,,,,,,2014,KINS-FD-14-1197,,energetic young dog; walks alone not enough,,,,,No,,,,11/23/2014,Mix,months,,Yes
Silas,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7776426&key=Mqr6gy1W,Male,5,20,Shepherd,Brindle w/ White,,,,,,2014,FLRN-MD-14-1150,,puppy screen ,,,,,No,,,,11/15/2014,Mix,months,Terrier,Yes
Snookie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7651780&key=Mqr6gy1W,Female,9,9,Chihuahua,Tan w/ White,,y,,,,2014,FLRN-FD-14-1050,,Passed Shelter Cat test ; Fine with kids over the age of 10,,,,,No,,,,10/20/2014,Mix,months,,Yes
Mikey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7216346&key=Mqr6gy1W,Male,4,25,Beagle mix,tri-color,Y,,,,,2014,GLTR-MD-14-0748,,Lyme positive; caution with apartments- beagle mix,,,,,No,,,,11/23/2014,Mix,years,,Yes
Matthew Dillon,http://www.petfinder.com/petdetail/28680150/,M,8,30,Cocker Spaniel mix,White,Y,,,,,2014,NEW-MD-10-1236,,"deaf and partially blind, recurring ear infections; had surgery - His sutures come out 11/14",,,,,NO,,,,11/21/2014,,,,Y
Maggie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7743873&key=Mqr6gy1W,Female,1.5,45,Beagle,Tan/Brown & Black & White,,,,,,2014,GLTR-FD-14-1168,,"walks alone not enough, caution on small children - may knock them over",,,,,No,,,,11/23/2014,Mix,years,Shepherd,Yes
Joey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7832786&key=Mqr6gy1W,Male,5,18,Rat Terrier,Black and White,,,,,,2014,HERT-MD-14-1191,,food allergies - Blue Buffalo seems to help; caution on apartments (barker),,,,,No,,,,11/23/2014,Mix,years,,Yes
Ida,,Female,3,14,Pekingese,Tan,,,,,,2014,PICK-FD-13-1068,,"returned due to allergies; chews out of crate, tries to escape backyards. Great with kids.",,,,,No,,,,11/23/2014,Mix,years,,Yes
Frida,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7778613&key=Mqr6gy1W,Female,10,36,Labrador Retriever,Tan,,,,,,2014,PRCO-FD-14-1170,,energetic young dog; walks alone not enough ,,,,,No,,,,11/23/2014,Mix,months,,Yes
Dulce,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7878624&key=Mqr6gy1W,Female,3.5,8,Terrier,Brown and White,,,,,,2014,PRCO-FD-14-1176,,puppy screen,,,,,No,,,,11/22/2014,Mix,months,,No
Dora,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7726773&key=Mqr6gy1W,Female,6,30,Cocker Spaniel,Golden,,,,,,2014,FLRN-FD-14-1130,,Good with cats,,,,,Pending,,,,11/22/2014,Mix,years,,Yes
Charmey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7833239&key=Mqr6gy1W,Female,5,6.4,Pomeranian,Tan,,,,,,2014,MTHY-FD-14-1181,,poms should be a caution with kids; seems like an easy dog; 5 yrs old,,,,,No,,,,11/21/2014,Mix,years,,Yes
Cirri,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7693880&key=Mqr6gy1W,Female,5,22.8,Shepherd,Black w/ Tan,,,,,,2014,MTHY-FD-14-1182,,energetic young dog; walks alone not enough; puppy screen,,,,,No,,,,11/23/2014,Mix,months,,Yes
Clooney,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7832891&key=Mqr6gy1W,Male,5,29.8,Shepherd,Black w/ Chestnut and White,,,,,,2014,MTHY-MD-14-1183,,energetic young dog; walks alone not enough,,,,,No,,,,11/19/2014,Mix,months,Boxer,Yes
Blanket,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7868662&key=Mqr6gy1W,Male,11,9-Jul,Border Collie,Black w/ White,,,,,,2014,MTHY-MD-14-1178,,puppy screen,,,,,No,,,,11/23/2014,Mix,weeks,,No
Jingle,,Female,3,25,Spaniel,Black,,,,,,2014,PRCO-FD-14-1171,, positive for Anaplasmosis; Minocycline 100mg twice a day 21 days; meds being sent from PR; walks alone not enough,,,,,No,,,,11/23/2014,Mix,years,,Yes
Bucket,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7868685&key=Mqr6gy1W,Male,11,9-Jul,Border Collie,Black w/ White,,,,,,2014,MTHY-MD-14-1180,,puppy screen,,,,,No,,,,11/26/2014,Mix,weeks,,No
Ben,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7916565&key=Mqr6gy1W,Male,10,,Shepherd,Brown w/ White,,,,,,2014,FLRN-MD-14-1200,,puppy screen,,,,,No,,,,11/25/2014,Mix,weeks,,No
Carola,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7875384&key=Mqr6gy1W,Female,2,18,Shepherd,Tan and Black,,,,,,2014,PRCO-FD-14-1211,,seems like an easy dog,,,,,No,,,,11/29/2014,Mix,years,,Yes
Fall,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869272&key=Mqr6gy1W,Female,8,10,Shepherd,,,,,,,2014,FLRN-FD-12-1202,,puppy screen,,,,,,,,,,,,,
Fletcher,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869287&key=Mqr6gy1W,Male,8,10,Shepherd,,,,,,,2014,FLRN-MD-14-1206,,puppy screen,,,,,No,,,,11/28/2014,Mix,weeks,,No
Franklin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869294&key=Mqr6gy1W,Male,8,10,Shepherd,Chestnut w/ White,,,,,,2014,FLRN-MD-14-1208,,puppy screen,,,,,No,,,,11/25/2014,Mix,weeks,,No
Sasha,http://www.petfinder.com/petdetail/28913496/,Female,1.5,60,Boxer and Lab Mix,black w/ White,,,,,,2014,PRCO-FD-14-1213,, reserved;Bully Screen (boxer mix),,,,,No,,,,11/30/2014,Mix,years,Shepherd,Yes
Korbin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6942219&key=Mqr6gy1W,Male,8.5,12,lab/terrier,black,recommended,,,,,2014,PRCO-MD-14-0819,,Shy; second dog recommended but he may do ok without one.,,,,,No,,,,11/30/2014,Mix,months as of 4/21/14,Terrier,Yes
Ribbon,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6866518&key=Mqr6gy1W,Female,5,30,Retriever,Chestnut,,,,,,2014,FLRN-FD-14-0491,,appears to be leash reactive; walks alone not enough; must commit to socialization,,,,,No,,,,5/2/2014,Mix,months as of 4/21/14,,Yes
Harry (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7731054&key=Mqr6gy1W,Male,2,50,Labrador Retriever,Tan,,,,,,2014,FLRN-MD-14-1136,,Good with cats; walks alone not enough,,,,,Yes,,,,10/31/2014,Mix,years,,Yes
Lana,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7778009&key=Mqr6gy1W,Female,11,40,Labrador Retriever,White,,Yes,Yes,,,2014,HERT-FD-14-1192,,energetic young dog; walks alone not enough; ,,,,,No,,,,12/7/2014,Mix,months,,Yes
Angel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7968385&key=Mqr6gy1W,Female,5,17.8,Pekingese,White,,,,,,2014,MTHY-FD-14-1218,,New this week;Pekingese mix,,,,,No,,,,12/6/2014,Mix,years,,Yes
Bugsy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7955685&key=Mqr6gy1W,Male,10-Sep,40 - 50,Shepherd,Tan/Yellow/Fawn with White,Labrador Retriever,,,,,2014,KINS-MD-14-1215,,Mix,,,,,,,,,,,,,
Claus,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7982698&key=Mqr6gy1W,Male,7,8.4,Golden Retriever,Golden/Chestnut,,,,,,2014,MTHY-MD-14-1220,,New this week; puppy screen,,,,,No,,,,12/6/2014,Mix,weeks,Labrador Retriever,No
Caroline,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7967149&key=Mqr6gy1W,Female,3,30.2,Shepherd,,,,,,,2014,MTHY-FD-14-1219,,New this week; caution with cats; Shep/Beagle Mix,,,,,No,,,,12/7/2014,Mix,years,Beagle,Yes
Eli,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7951407&key=Mqr6gy1W,Male,7,16.4,Sheltie,Tan/Brown & Black & White,,,,,,2014,MTHY-MD-14-1222,,"New this week; caution with cats; shelti mix, 7 years old",,,,,No,,,,12/6/2014,Mix,years,,Yes
Galileo (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7968822&key=Mqr6gy1W,Male,3,7.5,Labrador Retriever,Black w/ White,,,,,,2014,PRCO-MD-14-1238,,New this week; puppy screen,,,,,No,,,,12/5/2014,Mix,months,Terrier,No
Grumble,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7951148&key=Mqr6gy1W,Male,3,54,Labrador Retriever,Tan,,,,,,2014,MTHY-MD-14-1224,,New this week; passed shelter cat test; lab mix,,,,,No,,,,12/7/2014,Mix,years,,Yes
Jessi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7954584&key=Mqr6gy1W,Female,2,12.1,Mini Pinscher,"Black with Brown, Red, Golden, Orange or Chestnut",,,,,,2014,MTHY-FD-14-1226,,New this week; passed shelter cat test; min pin mix,,,,,No,,,,12/7/2014,Mix,years,,Yes
Trudy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7917461&key=Mqr6gy1W,Female,6-May,24.3,Labrador Retriever,"White with Tan, Yellow or Fawn",,,,,,2014,MTHY-FD-14-1236,,"New this week; passed shelter cat test; puppy screen; lab mix, 5-6 months",,,,,No,,,,12/7/2014,Mix,months,,Yes
Duncan Hines,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7772502&key=Mqr6gy1W,Male,4-Mar,60,Labrador Retriever,Fawn,,No,,,,2014,HERT-MD-14-1280,,New this week; lab mix,,,,,No,,,,12/14/2014,Mix,years,Husky,Yes
Annie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7985581&key=Mqr6gy1W,Female,5,16,Labrador Retriever,Tan,,Yes,,,,2014,FLRN-FD-14-1248,,New this week; puppy screen; lab mix,,,,,No,,,,12/14/2014,Mix,months,Beagle,No
Brownie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7950925&key=Mqr6gy1W,Female,9,45 - 50,Labrador Retriever,Chocolate w/ White,,Yes,,,,2014,FLRN-FD-14-1250,,New this week; lab mix,,,,,No,,,,12/14/2014,Mix,months,,Yes
Buddy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7985766&key=Mqr6gy1W,Male,1,12,Chihuahua,Brown/Chocolate,,Yes,,,,2014,FLRN-MD-14-1251,,New this week; chi mix; no kids under 15,,,,,No,,,,12/14/2014,Mix,years,,Yes
Samoya,,Female,6,30,Labrador Retriever,Black w/ White,,OK,,,,2014,FLRN-FD-14-1274,,New this week; lab mix; 6 months,,,,,No,,,,12/14/2014,Mix,months,,Yes
Max,,Male,9,10,Terrier/Beagle,Black and White w/ Tan,,Yes,,,,2014,FLRN-MD-14-1262,,New this week;puppy screen,,,,,No,,,,12/14/2014,Mix,weeks,Beagle,No
Travis,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7877696&key=Mqr6gy1W,Male,2,24.4,Shepherd,"Black with Tan, Yellow or Fawn",,,,,,2014,MTHY-MD-14-1235,, passed shelter cat test; on meds for UTI,,,,,No,,,,12/13/2014,Mix,years,,Yes
Sugar Plum,,Male,7,6,Labrador Retriever,Black,,,,,,2014,MTHY-FD-14-1233,,puppy screen;on meds for KC,,,,,No,,,,12/11/2014,Mix,weeks,,No
Reggae,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7945211&key=Mqr6gy1W,Male,1.5,56,Boxer,Brindle,,,,,,2014,MTHY-MD-14-1231,, passed shelter cat test; bully screen; seems to get along with everyone;interacts well with kids at events,,,,,No,,,,12/14/2014,Mix,years,,Yes
Sam,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7982397&key=Mqr6gy1W,Male,3,45,Beagle,Tan/Brown & Black & White,,,,,,2014,MTHY-MD-14-1232,,passed shelter cat test; seems to be an easy dog,,,,,No,,,,12/14/2014,Mix,years,Labrador Retriever,Yes
Memphis,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7834369&key=Mqr6gy1W,Male,4,47.4,Labrador Retriever,Yellow,,,,,,2014,MTHY-MD-14-1229,,walks alone not enough,,,,,No,,,,12/14/2014,Mix,years,,Yes
Kelly,,Female,1,35,Shepherd,,,,,,,2014,MTHY-FD-14-1228,,passed shelter cat test; walks alone not enough,,,,,No,,,,12/13/2014,Mix,years,,Yes
Hallow,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7832904&key=Mqr6gy1W,Male,6,19.8,Daschund,Tan and White,,,,,,2014,MTHY-MD-14-1225,," passed shelter cat test; a bit reserved so caution with small, loud kids",,,,,,,,,12/14/2014,Mix,months,Beagle,Yes
Hank,,Male,5,67,Ridgeback,Tan,,,,,,2014,PICK-MD-10-839,,walks alone not enough,,,,,no,,,,12/14/2014,,,,Yes
Felix,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7967133&key=Mqr6gy1W,Male,1,17.2,Scottish Terrier,,,,,,,2014,MTHY-MD-14-1223,, passed shelter cat test; caution on apartments - is yappy when he hears noises,,,,,No,,,,12/14/2014,Mix,years,Terrier,Yes
Connie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=4843654&key=Mqr6gy1W,Female,4,65,Labrador Retriever,Golden,,,,,,2014,KIN-FD-12-0835,,recent return; loves people and is fine with most dogs once she gets to know them,,,,,No,,,,12/13/2014,Mix,years,,Yes
Cassandra,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7966668&key=Mqr6gy1W,Female,7-Jun,35,English Setter,White w/ Brown spots,,Yes,,,,2014,FLRN-FD-14-1253,,New this week; setter mix,,,,,No,,,,12/14/2014,Mix,months,,Yes
Fig,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7985635&key=Mqr6gy1W,Female,6,30,Flat Coated Retriever,Black,,Yes,,,,2014,FLRN-FD-14-1258,,New this week; lab mix,,,,,No,,,,12/14/2014,Mix,months,,Yes
Tinsel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7954618&key=Mqr6gy1W,Female,1,12.4,Mini Pinscher,"Black with Brown, Red, Golden, Orange or Chestnut",,,,,,2014,MTHY-FD-14-1234,,passed shelter cat test; good with kids and other dogs,,,,,No,,,,12/15/2014,Mix,years,,Yes
Slim (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7702077&key=Mqr6gy1W,Male,3,45,Labrador Retriever,Black with Gray or Silver,,,,,,2014,FLRN-MD-14-1277,,passed shelter cat test; shy - 2nd dog preferred (may need 2nd dog -- but probably would do ok without one if outside the city),,,,,Yes,,,,12/21/2014,Mix,years,,Yes
Charlie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7951395&key=Mqr6gy1W,Male,6,11,Chihuahua,Fawn,,Yes,,,,2014,FLRN-MD-14-1254,, chi mix; no kids under 15; passed shelter cat test,,,,,No,,,,12/17/2014,Mix,months,,Yes
Demi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7878260&key=Mqr6gy1W,Female,7,35,Labrador Retriever,White,,Yes,,,,2014,FLRN-FD-14-1255,,good with cats and kids,,,,,No,,,,12/21/2014,Mix,months,,Yes
Jones,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7950956&key=Mqr6gy1W,Male,1,33,Carolina Dog,Tan,,,,,,2014,MTHY-MD-14-1227,,High energy; walks alone not enough,,,,,No,,,,12/28/2014,Mix,years,,Yes
Emily,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7722849&key=Mqr6gy1W,Female,10-Sep,45 - 50,Shepherd,Tan and Black,,,,,,2014,FLRN-FD-14-1131,,very energetic; walks alone not enough; good with cats,,,,,No,,,,12/28/2014,Mix,months,,Yes
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7985961&key=Mqr6gy1W,Female,6,35,Shepherd,Red/Golden/Orange/Chestnut with White,,,,,,2014,FLRN-FD-14-1261,,puppy screen; walks alone not enough,,,,,No,,,,12/28/2014,Mix,months,,Yes
Luna,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7982893&key=Mqr6gy1W,Female,7,29.6,Red Heeler,Brown/Chocolate with White,,,,,,2014,MTHY-FD-14-1241,,high energy -- and some cage reactivity in transport van. Ok out of crate,,,,,No,,,,12/28/2014,Mix,months,,Yes
Harley Davidson,http://www.petfinder.com/petdetail/28583153/,Male,1.5,55,Boxer Mix,Chestnut ,see notes,No cats,Maybe,,,2014,"
PICK-MD-13-1067",,"Return; separation anxiety; walks alone not sufficient for his energy level; no crates, no cats, no other dogs (unless there is a lot of space for them to have their own space and other dog is submissive); on fluoxetine (prozac) for anxiety; better with females than males, BUT has proven to be fine with ANY other dogs as long as they are given a PROPER and patient introduction. Walks well on leash, Patient with dogs he knows well. ",,,,,,,,,,,,,
Frank,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7979300&key=Mqr6gy1W,Male,1 - 1.5,46,Shepherd,Red,,,,,,2014,GLTR-MD-14-1243,,walks alone not enough,,,,,Yes,,,,12/30/2014,Mix,years,,Yes
Rosanne,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7917549&key=Mqr6gy1W,Female,9,18,Beagle,Brown w/ White,,Debatable,,,,2014,FLRN-MD-14-1271,,High energy; no cats; walks alone not enough,,,,,No,,,,1/4/2015,Mix,months,,Yes
Tom,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7916680&key=Mqr6gy1W,Male,3,15,Daschund,White w/ Brown,,Yes,,,,2014,FLRN-MD-14-1279,,Needs 2nd dog,,,,,No,,,,12/30/2014,Mix,years,Beagle,Yes
Natalie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723993&key=Mqr6gy1W,Female,7-Jun,24,Beagle,Tan/Brown & Black & White,,Yes,,,,2014,FLRN-FD-14-1148,,passed shelter cat test; seems to be an easy dog;older beagle,,,,,Pending,,,,1/1/2015,Mix,years,,Yes
Angus,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7673599&key=Mqr6gy1W,Female,16,18,Labrador Retriever,Black,,,,,,2014,FLRN-FD-14-1093,,good with cats; bully screen; puppy screen; needs 2nd dog,,,,,No,,,,1/1/2015,Mix,weeks,,Yes
Shasta,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7995587&key=Mqr6gy1W,Female,2,50,Labrador Retriever,Black,,Yes,,,,2014,FLRN-FD-14-1275,,missing 2 toenails on right front; one is growing up turned -- old injury;passed shelter cat test; possible resource guarding around food with other dogs; on ivermec for demodex,,,,,No,,,,1/3/2015,Mix,years,,Yes
Carrie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7917317&key=Mqr6gy1W,Female,2-Jan,20,Beagle,Brown w/ Black,Y,No,,,,2014,FLRN-FD-14-1252,,No cats; caution on apartments,,,,,No,,,,1/4/2015,Mix,years,,Yes
Giselle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7644778&key=Mqr6gy1W,Female,1,30,Shepherd,Black w/ Tan,Y,,,,,2014,FLRN-FD-14-1097,,walks alone not enough;2nd dog encouraged but not required IF adopter has commitment to daily dog parks or daycare for continued socialization,,,,,No,,,,1/5/2015,Mix,years,Terrier,Yes
Skip,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7952490&key=Mqr6gy1W,Male,3-Feb,50,Shepherd,Tan/Brown & Black & White,Y,,,,,2014,FLRN-MD-14-1276,,walks alone not enough,,,,,No,,,,1/4/2015,Mix,years,,Yes
